
ç,xu3,چ
çirkinleşdir,xu3yrkybo1lso3dyr,چیرکینلشدیر
çirkinleşdirmek,xu3yrkybo1lso3dbu2rmk,چیرکینلشديرمک
çirkinleşdirmek,xu3yrkybo1lso3dyrmk,چیرکینلشدیرمک
çirkinleşerek,xu3rkybo1lso3h||rk,چرکینلشه‌رک
çirkinleşir,xu3rkybo1lso3yr,چرکینلشیر
çirkinleşiyor,xu3rkybo1lso3ywr,چرکینلشیور
çirkinleşmek,xu3yrkybo1lso3mk,چیرکینلشمک
çirkinleşmiş,xu3rkybo1lso3mso3,چرکینلشمش
çirkinleştirdin,xu3rkybo1lso3dyrdko3,چرکینلشدیردڭ
çirkinleştirip,xu3rkybo1lso3dyrwbu1,چرکینلشدیروب
çirkinleştirir,xu3rkybo1lso3dyrr,چرکینلشدیرر
çirkinleştirmemek,xu3rkybo1lso3dyrmh||mk,چرکینلشدیرمه‌مک
çirkinleştirmiş,xu3rkybo1lso3dyrmso3,چرکینلشدیرمش
çirkinlik,xu3rkbu2bo1lk,چرکينلک
çirkinlik,xu3rkybo1lk,چرکینلک
çirkinlik,xu3yrkybo1lk,چیرکینلک
çirkinlik-güzellik,xu3rkybo1lk ko7wro1llk,چرکینلک گوزللک
çirkinlikle,xu3rkybo1lklh,چرکینلکله
çirkinlikler,xu3rkybo1lklr,چرکینلکلر
çirkinliklere,xu3rkybo1lklrh,چرکینلکلره
çirkinlikleri,xu3rkybo1lklry,چرکینلکلری
çirkinliklerin,xu3rkybo1lklrko3,چرکینلکلرڭ
çirkinliklerini,xu3rkybo1lklrybo1y,چرکینلکلرینی
çirkinliklerle,xu3rkybo1lklrlh,چرکینلکلرله
çirkinlikten,xu3rkybo1lkdbo1,چرکینلکدن
çirkinliktir,xu3rkybo1lkdr,چرکینلکدر
çirkinliğe,xu3rkybo1lko7h,چرکینلگه
çirkinliği,xu3rkybo1lko7y,چرکینلگی
çirkinliğidir,xu3rkybo1lko7ydr,چرکینلگیدر
çirkinliğin,xu3rkybo1lko7ko3,چرکینلگڭ
çirkinliğine,xu3rkybo1lko7bo1h,چرکینلگنه
çirkinliğini,xu3rkybo1lko7bo1y,چرکینلگنی
çirkinliğiyle,xu3rkybo1lko7ylh,چرکینلگیله
çirkinse,xu3yrkybo1sh<>,چیرکینسه‌
çirkinsemek,xu3yrkybo1sh<>mk,چیرکینسه‌مک
çirkinsemek,xu3yrkybo1sh||mk,چیرکینسه‌مک
çirkâb,xu3rk eo6bu1,چرک آب
çirkâb-ı,xu3rkebu1u4,چرکابِ
çirkâbdan,xu3rkebu1dbo1,چرکابدن
çirkîn,xu3rkbu2bo1,چرکين
çiroz,xu3bu2rwro1,چيروز
çiroz,xu3yrwro1,چیروز
çirâğ,xu3reao1,چراغ
çisele,xu3ysh<>lh<>,چیسه‌له‌
çiselemek,xu3ysh<>lh<>mk,چیسه‌له‌مک
çiselemek,xu3ysh||lh||mk,چیسه‌له‌مک
çisinti,xu3ysybo1bo2y,چیسینتی
çit,xu3bu2bo2,چيت
çit,xu3ybo2,چیت
çitkuşu,bu1wfo2lwxu1h bu1lbu1l,بوقلوجه بلبل
çivi ile iliştirmek,xu3bu2wy ebu2lh ebu2lso3drmfo2,چيوی ايله ايلشدرمق
çivi ile iliştirmek,xu3ywy eylh eylso3drmfo2,چیوی ایله ایلشدرمق
çivi,xu3bu2wy,چيوی
çivi,xu3ywy,چیوی
çivid,xu3wbu2d,چويد
çivid,xu3wyd,چوید
çivide,xu3ywydh,چیویده
çividi,xu3ywydy,چیویدی
çividî,xu3ywydy,چیویدی
çivile,xu3ywylh<>,چیویله‌
çivilemek,xu3bu2wbu2lmk,چيويلمک
çivilemek,xu3ywylh<>mk,چیویله‌مک
çivilemek,xu3ywylh||mk,چیویله‌مک
çivilemek,xu3ywylmk,چیویلمک
çivilen,xu3ywylh<>bo1,چیویله‌ن
çivilenmek,xu3ywylh<>bo1mk,چیویله‌نمک
çivilenmek,xu3ywylh||bo1mk,چیویله‌نمک
çivinin,xu3ywybo1ko3,چیوینڭ
çivit,xu3ywybo2,چیویت
çivitle,xu3ywybo2lh<>,چیویتله‌
çivitlemek,xu3ywybo2lh<>mk,چیویتله‌مک
çivitlemek,xu3ywybo2lh||mk,چیویتله‌مک
çivril'den,xu3ywryldbo1,چیوریلدن
çivril,xu3ywryl,چیوریل
çiz,xu3bu2ro1,چيز
çiz,xu3yro1,چیز
çizdim,xu3yro1dm,چیزدم
çizdir,xu3yro1dyr,چیزدیر
çizdirmek,xu3yro1dyrmk,چیزدیرمک
çizdiği,xu3yro1dyko7y,چیزدیگی
çizer,xu3yro1r,چیزر
çizgi,xu3yro1ko7y,چیزگی
çizgiden,xu3yro1ko7ydbo1,چیزگیدن
çizgiler,xu3yro1ko7ylr,چیزگیلر
çizgilere,xu3yro1ko7ylrh,چیزگیلره
çizgileri,xu3yro1ko7ylry,چیزگیلری
çizgilerini,xu3yro1ko7ylrybo1y,چیزگیلرینی
çizgilerinizi,xu3yro1ko7ylryko3ro1y,چیزگیلریڭزی
çizgileriyle,xu3yro1ko7ylrylh,چیزگیلریله
çizgili,xu3yro1ko7yly,چیزگیلی
çizi,xu3bu2ro1y,چيزی
çizi,xu3yro1y,چیزی
çizik,xu1yro1yfo2,جیزیق
çizik,xu3yro1yk,چیزیک
çizikli,xu3yro1ykly,چیزیکلی
çizil,xu3yro1yl,چیزیل
çizildikten,xu3yro1yldkdbo1,چیزیلدکدن
çizilen,xu3yro1ylbo1,چیزیلن
çizili,xu3yro1yly,چیزیلی
çizilmek,xu3yro1ylmk,چیزیلمک
çizilmiş,xu3yro1ylmso3,چیزیلمش
çizilmiştir,xu3yro1ylmso3dr,چیزیلمشدر
çizip,xu3yro1wbu1,چیزوب
çiziyor,xu3yro1yywr,چیزییور
çizme,xu3ro1mh,چزمه
çizme,xu3ro1mh||,چزمه‌
çizme,xu3yro1mh,چیزمه
çizme,xu3yro1mh||,چیزمه‌
çizmek,xu3bu2ro1mk,چيزمک
çizmek,xu3yro1mk,چیزمک
çizmekle,xu3yro1mklh,چیزمکله
çizmekten,xu3yro1mkdbo1,چیزمکدن
çizmemekle,xu3yro1mh||mklh,چیزمه‌مکله
çizmesi,xu3yro1mh||sy,چیزمه‌سی
çizmiyor,xu3yro1myywr,چیزمییور
çizmiştir,xu3yro1mso3dr,چیزمشدر
çiznök,xu3u4to1o0bo1o9wko0,چِظْنُوکْ
çizse,xu3yro1sh,چیزسه
çiçek açmak,xu3bu2xu3k exu3mfo2,چيچک اچمق
çiçek açmak,xu3yxu3k exu3mfo2,چیچک اچمق
çiçek aşlamak,xu3bu2xu3k eso3lemfo2,چيچک اشلامق
çiçek aşlamak,xu3yxu3k eso3lemfo2,چیچک اشلامق
çiçek bağı,xu3bu2xu3k bu1eao1y,چيچک باغی
çiçek bağı,xu3yxu3k bu1eao1y,چیچک باغی
çiçek bozuğu,xu3bu2xu3k bu1wro1wao1y,چيچک بوزوغی
çiçek bozuğu,xu3yxu3k bu1wro1wao1y,چیچک بوزوغی
çiçek demeti,xu3bu2xu3k dmbo2yy,چيچک دمتیی
çiçek demeti,xu3yxu3k dmbo2yy,چیچک دمتیی
çiçek fasulyesi,xu3bu2xu3k fo1zwlbu2h sy,چيچک فصوليه سی
çiçek fasulyesi,xu3yxu3k fo1zwlyh sy,چیچک فصولیه سی
çiçek illeti,xu3bu2xu3k albo2y,چيچک علتی
çiçek illeti,xu3yxu3k albo2y,چیچک علتی
çiçek,xu3bu2xu3k,چيچک
çiçek,xu3yxu3k,چیچک
çiçek-i,xu3yxu3ku4,چیچکِ
çiçekaşısı,xu3yxu3k eo6so3ysy,چیچک آشیسی
çiçekdanlığı,xu3yxu3kdebo1lao1y,چیچکدانلغی
çiçekdar,xu3yxu3kder,چیچکدار
çiçekle,xu3yxu3klh,چیچکله
çiçekler,xu3yxu3klr,چیچکلر
çiçeklerden,xu3yxu3klrdbo1,چیچکلردن
çiçeklerdir,xu3yxu3klrdr,چیچکلردر
çiçeklere,xu3yxu3klrh,چیچکلره
çiçekleri,xu3yxu3klry,چیچکلری
çiçekleridir,xu3yxu3klrydr,چیچکلریدر
çiçeklerin,xu3yxu3klrko3,چیچکلرڭ
çiçeklerinde,xu3yxu3klrbo1dh,چیچکلرنده
çiçeklerinden,xu3yxu3klrbo1dbo1,چیچکلرندن
çiçeklerine,xu3yxu3klrybo1h,چیچکلرینه
çiçeklerini,xu3yxu3klrybo1y,چیچکلرینی
çiçeklerinin,xu3yxu3klrybo1ko3,چیچکلرینڭ
çiçekleriyle,xu3yxu3klrylh,چیچکلریله
çiçeklerle,xu3yxu3klrlh,چیچکلرله
çiçekli,xu3yxu3kly,چیچکلی
çiçekli-miçekli,xu3yxu3kly myxu3kly,چیچکلی میچکلی
çiçekte,xu3yxu3kdh,چیچکده
çiçekten,xu3yxu3kdbo1,چیچکدن
çiçektir,xu3yxu3kdr,چیچکدر
çiçeğe,xu3yxu3ko7h,چیچگه
çiçeği,xu3yxu3ko7y,چیچگی
çiçeğidir,xu3yxu3ko7ydr,چیچگیدر
çiçeğin,xu3yxu3ko7ko3,چیچگڭ
çiçeğinde,xu3yxu3ko7bo1dh,چیچگنده
çiçeğindeki,xu3yxu3ko7ko3dh||ky,چیچگڭده‌کی
çiçeğine,xu3yxu3ko7bo1h,چیچگنه
çiçeğini,xu3yxu3ko7bo1y,چیچگنی
çiçeğinin,xu3yxu3ko7bo1ko3,چیچگنڭ
çiğ bal,xu3bu2k bu1el,چيک بال
çiğ bal,xu3yk bu1el,چیک بال
çiğ kalmış,xu3bu2k fo2elmso3,چيک قالمش
çiğ kalmış,xu3yk fo2elmso3,چیک قالمش
çiğ,xu3bu2k,چيک
çiğ,xu3yk,چیک
çiğ-dem,xu3bu2k dm,چيک دم
çiğ-dem,xu3yk dm,چیک دم
çiğdem,xu3yko7dh<>m,چیگده‌م
çiğdem,xu3yko7dh||m,چیگده‌م
çiğid,xu3ykd,چیکد
çiğne,xu3yko7bo1h<>,چیگنه‌
çiğnedikten,xu3yko7bo1h||dkdbo1,چیگنه‌دکدن
çiğnemek,xu3bu2bo1h mk,چينه مک
çiğnemek,xu3yko7bo1h<>mk,چیگنه‌مک
çiğnemek,xu3yko7bo1h||mk,چیگنه‌مک
çiğnemekten,xu3yko7bo1h||mkdbo1,چیگنه‌مکدن
çiğnemektir,xu3yko7bo1h||mkdr,چیگنه‌مکدر
çiğnemiş,xu3yko7bo1h||mso3,چیگنه‌مش
çiğnemişler,xu3yko7bo1h||mso3lr,چیگنه‌مشلر
çiğnen,xu3yko7bo1h<>bo1,چیگنه‌ن
çiğnendiği,xu3yko7bo1bo1dyko7y,چیگنندیگی
çiğnenip,xu3yko7bo1h||bo1wbu1,چیگنه‌نوب
çiğneniyor,xu3yko7bo1h||bo1ywr,چیگنه‌نیور
çiğnenmek,xu3yko7bo1h<>bo1mk,چیگنه‌نمک
çiğnenmek,xu3yko7bo1h||bo1mk,چیگنه‌نمک
çiğnenmiş,xu3yko7bo1bo1mso3,چیگننمش
çiğnetmeyi,xu3yko7bo1bo2mh||yy,چیگنتمه‌یی
çiğneyebilen,xu3yko7bo1h||yh||bu1ylbo1,چیگنه‌یه‌بیلن
çiğneyen,xu3yko7bo1h||ybo1,چیگنه‌ین
çiğneyip,xu3yko7bo1h||ywbu1,چیگنه‌یوب
çiş etmek,xu3bu2so3 e,چيش ا
çiş etmek,xu3yso3 e,چیش ا
çiş,xu3bu2so3,چيش
çiş,xu3yso3,چیش
çişi gelmek,xu3bu2so3y klmk,چيشی کلمک
çişi gelmek,xu3yso3y klmk,چیشی کلمک
çi̇lehane,xu3u4lo4h xo1o4ebo1o4h||,چِلَه خَانَه‌
çi̇n-i̇ cebi̇n,xu3u4ybo1u4 xu1o4bu1u4ybo1o0,چِینِ جَبِینْ
çoban,xu3wbu1ebo1,چوبان
çobana,xu3wbu1ebo1h,چوبانه
çobanaldatan,xu3wbu1ebo1 eo6ldebo2ebo1,چوبان آلداتان
çobandağarcığı,xu3wbu1ebo1 tao1erxu1ao1y,چوبان طغارجغی
çobandeğneği,xu3wbu1ebo1 dh<>ko7bo1ko7y,چوبان ده‌گنگی
çobandeğneği,xu3wbu1ebo1 dh||ko7bo1ko7y,چوبان ده‌گنگی
çobandüdüğü,xu3wbu1ebo1 dwdwko7y,چوبان دودوگی
çobaniğnesi,xu3wbu1ebo1 eyko7bo1h<>sy,چوبان ایگنه‌سی
çobaniğnesi,xu3wbu1ebo1 eyko7bo1h||sy,چوبان ایگنه‌سی
çobankebabı,xu3wbu1ebo1 kbu1ebu1y,چوبان کبابی
çobanköpeği,xu3wbu1ebo1 kwbu3ky,چوبان کوپکی
çobanlar,xu3wbu1ebo1lr,چوبانلر
çobanlara,xu3wbu1ebo1lrh,چوبانلره
çobanları,xu3wbu1ebo1lry,چوبانلری
çobanların,xu3wbu1ebo1lrko3,چوبانلرڭ
çobanlarının,xu3wbu1ebo1lrybo1ko3,چوبانلرینڭ
çobanlık,xu3wbu1ebo1lfo2,چوبانلق
çobanlığı,xu3wbu1ebo1lao1y,چوبانلغی
çobanmelhemi,xu3wbu1ebo1 mrhmy,چوبان مرهمی
çobanminaresi,xu3wbu1ebo1 mbo1erh<>sy,چوبان مناره‌سی
çobanminâresi,xu3wbu1ebo1 mbo1erh||sy,چوبان مناره‌سی
çobanoğlu,xu3wbu1ebo1 ewao1ly,چوبان اوغلی
çobanpüskülü,xu3wbu1ebo1 bu3wskwly,چوبان پوسکولی
çobansüzgeci,xu3wbu1ebo1 swro1kxu1yy,چوبان سوزکجیی
çobantarağı,xu3wbu1ebo1 tereao1y,چوبان طاراغی
çobantuzluğu,xu3wbu1ebo1 twro1lao1y,چوبان طوزلغی
çobanyıldızı,xu3wbu1ebo1 yyldyro1y,چوبان ییلدیزی
çobanı,xu3wbu1ebo1y,چوبانی
çobanın,xu3wbu1ebo1ko3,چوبانڭ
çocuk doğuracak vakit,xu3wxu1fo2 twao1rh xu1fo2 wfo2bo2,چوجق طوغره جق وقت
çocuk doğurmaklık,xu3wxu1fo2 twao1rmfo2lfo2,چوجق طوغرمقلق
çocuk düşürmek,xu3wxu1fo2 dwso3rmk,چوجق دوشرمک
çocuk düşürmesi,xu3wxu1fo2 dwso3rmsy,چوجق دوشرمسی
çocuk gibi ağlamak,xu3wxu1fo2 kbu1y eao1lemfo2,چوجق کبی اغلامق
çocuk gibi ağlatmak,xu3wxu1fo2 kbu1y eao1lebo2mfo2,چوجق کبی اغلاتمق
çocuk oyunu,xu3wxu1fo2 ewbu2wbo1y,چوجق اويونی
çocuk oyunu,xu3wxu1fo2 ewywbo1y,چوجق اویونی
çocuk yapmak,xu3wxu1fo2 bu2ebu3mfo2,چوجق ياپمق
çocuk yapmak,xu3wxu1fo2 yebu3mfo2,چوجق یاپمق
çocuk yetiştirmek,xu3wxu1fo2 bu2bo2so3drmk,چوجق يتشدرمک
çocuk yetiştirmek,xu3wxu1fo2 ybo2so3drmk,چوجق یتشدرمک
çocuk,xu1wxu1fo2,جوجق
çocuk,xu3wxu1fo2,چوجق
çocuk,xu3wxu1wfo2,چوجوق
çocukla,xu3wxu1fo2lh,چوجقله
çocuklar,xu3wxu1fo2lr,چوجقلر
çocuklara,xu3wxu1fo2lrh,چوجقلره
çocuklardan,xu3wxu1fo2lrdbo1,چوجقلردن
çocuklardır,xu3wxu1fo2lrdr,چوجقلردر
çocuklarla,xu3wxu1fo2lrlh,چوجقلرله
çocukları,xu3wxu1fo2lry,چوجقلری
çocuklarım,xu3wxu1fo2lrm,چوجقلرم
çocuklarımıza,xu3wxu1fo2lrymro1h,چوجقلریمزه
çocuklarımızı,xu3wxu1fo2lrymro1y,چوجقلریمزی
çocuklarımızın,xu3wxu1fo2lrymro1ko3,چوجقلریمزڭ
çocukların,xu3wxu1fo2lrko3,چوجقلرڭ
çocuklarına,xu3wxu1fo2lrybo1h,چوجقلرینه
çocuklarını,xu3wxu1fo2lrybo1y,چوجقلرینی
çocuklarının,xu3wxu1fo2lrybo1ko3,چوجقلرینڭ
çocuklarınız,xu3wxu1fo2lryko3ro1,چوجقلریڭز
çocuklarınıza,xu3wxu1fo2lryko3ro1h,چوجقلریڭزه
çocuklarıyla,xu3wxu1fo2lrylh,چوجقلریله
çocuklaş,xu3wxu1wfo2leso3,چوجوقلاش
çocuklaşmak,xu3wxu1wfo2leso3mfo2,چوجوقلاشمق
çocuklaştırır,xu3wxu1fo2lso3dyrr,چوجقلشدیرر
çocukluk,xu3wxu1fo2lfo2,چوجقلق
çocukluk,xu3wxu1wfo2lfo2,چوجوقلق
çocukluktan,xu3wxu1fo2lfo2dbo1,چوجقلقدن
çocukluktur,xu3wxu1fo2lfo2dr,چوجقلقدر
çocukluğumdan,xu3wxu1fo2lao1mdbo1,چوجقلغمدن
çocukluğunda,xu3wxu1fo2lao1bo1dh,چوجقلغنده
çocukluğundan,xu3wxu1fo2lao1bo1dbo1,چوجقلغندن
çocukluğunuzdan,xu3wxu1fo2lao1ko3ro1dbo1,چوجقلغڭزدن
çocukta,xu3wxu1fo2dh,چوجقده
çocuktan,xu3wxu1fo2dbo1,چوجقدن
çocuktur,xu3wxu1fo2dr,چوجقدر
çocukça,xu3wxu1fo2xu1h,چوجقجه
çocukçasına,xu3wxu1fo2xu1h||sbo1h,چوجقجه‌سنه
çocuğa bakıcı,xu3wxu1ao1h bu1efo2bu2xu1y,چوجغه باقيجی
çocuğa bakıcı,xu3wxu1ao1h bu1efo2yxu1y,چوجغه باقیجی
çocuğa,xu3wxu1ao1h,چوجغه
çocuğu dirilmek,xu3wxu1ao1y dbu2rlmk,چوجغی ديرلمک
çocuğu dirilmek,xu3wxu1ao1y dyrlmk,چوجغی دیرلمک
çocuğu,xu3wxu1ao1y,چوجغی
çocuğumu,xu3wxu1ao1my,چوجغمی
çocuğumuzu,xu3wxu1ao1mro1y,چوجغمزی
çocuğun,xu3wxu1ao1ko3,چوجغڭ
çocuğuna,xu3wxu1ao1bo1h,چوجغنه
çocuğundan,xu3wxu1ao1bo1dbo1,چوجغندن
çocuğunu,xu3wxu1ao1bo1y,چوجغنی
çocuğunun,xu3wxu1ao1bo1ko3,چوجغنڭ
çocuğuyla,xu3wxu1ao1ylh,چوجغیله
çoha,xu3wfo2h,چوقه
çoha,xu3wfo2h||,چوقه‌
çok akmak,xu3wfo2 efo2mfo2,چوق اقمق
çok bulunmak,xu3wfo2 bu1wlbo1mfo2,چوق بولنمق
çok def'a,xu3wfo2 dfo1ah,چوق دفعه
çok def'a,xu3wfo2 dfo1ah||,چوق دفعه‌
çok fırtına,xu3wfo2 fo1rtwbo1h,چوق فرطونه
çok fırtına,xu3wfo2 fo1rtwbo1h||,چوق فرطونه‌
çok gitmek,xu3wfo2 kbo2mk,چوق کتمک
çok iyi,xu3wfo2 ebu2w,چوق ايو
çok iyi,xu3wfo2 eyw,چوق ایو
çok işe yarar şey,xu3wfo2 ebu2so3h bu2rerso3y,چوق ايشه يرارشی
çok işe yarar şey,xu3wfo2 eyso3h yrerso3y,چوق ایشه یرارشی
çok kere,xu3wfo2 krh,چوق کره
çok kere,xu3wfo2 krh||,چوق کره‌
çok olmak,xu3wfo2 ew,چوق او
çok para koymak,xu3wfo2 bu3erh fo2wmfo2,چوق پاره قومق
çok sever,xu3wfo2 swr,چوق سور
çok söylemek,xu3wfo2 swbu2lmk,چوق سويلمک
çok söylemek,xu3wfo2 swylmk,چوق سویلمک
çok sürer,xu3wfo2 swrr,چوق سورر
çok yer,xu3wfo2 bu2r,چوق ير
çok yer,xu3wfo2 yr,چوق یر
çok şey sorar,xu3wfo2 so3y zwrer,چوق شی صورار
çok,xu1wfo2,جوق
çok,xu3wfo2,چوق
çoklar,xu3wfo2lr,چوقلر
çoklara,xu3wfo2lrh,چوقلره
çoklarda,xu3wfo2lrdh,چوقلرده
çoklardan,xu3wfo2lrdbo1,چوقلردن
çokları,xu3wfo2lry,چوقلری
çoklarımızı,xu3wfo2lrymro1y,چوقلریمزی
çokların,xu3wfo2lrko3,چوقلرڭ
çoklarına,xu3wfo2lrybo1h,چوقلرینه
çoklarında,xu3wfo2lrbo1dh,چوقلرنده
çoklarını,xu3wfo2lrybo1y,چوقلرینی
çoklarının,xu3wfo2lrybo1ko3,چوقلرینڭ
çoklarıyla,xu3wfo2lrylh,چوقلریله
çokluk,xu3wfo2lfo2,چوقلق
çoklukla,xu3wfo2lfo2lh,چوقلقله
çoklukladır,xu3wfo2lfo2lh||dr,چوقلقله‌در
çokluklarından,xu3wfo2lfo2lrbo1dbo1,چوقلقلرندن
çokluklarını,xu3wfo2lfo2lrybo1y,چوقلقلرینی
çoklukta,xu3wfo2lfo2dh,چوقلقده
çokluğu,xu3wfo2lao1y,چوقلغی
çokluğun,xu3wfo2lao1ko3,چوقلغڭ
çokluğunda,xu3wfo2lao1bo1dh,چوقلغنده
çokluğundan,xu3wfo2lao1bo1dbo1,چوقلغندن
çokluğunu,xu3wfo2lao1bo1y,چوقلغنی
çokluğunun,xu3wfo2lao1bo1ko3,چوقلغنڭ
çokluğunuzla,xu3wfo2lao1ko3ro1lh,چوقلغڭزله
çokmuş,xu3wfo2mso3,چوقمش
çoksunuz,xu3wfo2sko3ro1,چوقسڭز
çoktan,xu3wfo2dbo1,چوقدن
çoktanberi,xu3wfo2dbo1 bu1ry,چوقدن بری
çoktandır,xu3wfo2dbo1dr,چوقدندر
çoktu,xu3wfo2dy,چوقدی
çoktur,xu3wfo2dr,چوقدر
çokturlar,xu3wfo2drlr,چوقدرلر
çokça,xu3wfo2xu1h,چوقجه
çokça,xu3wfo2xu1h||,چوقجه‌
çolak,xu3wlefo2,چولاق
çoluk çocuk,xu3wlfo2 xu3wxu1fo2,چولق چوجق
çoluk,xu3wlwfo2,چولوق
çoluk-çocuk,xu3wlwfo2 xu3wxu1fo2,چولوق چوجق
çoluk-çocukları,xu3wlwfo2 xu3wxu1fo2lry,چولوق چوجقلری
çoluk-çocuklarına,xu3wlwfo2 xu3wxu1fo2lrybo1h,چولوق چوجقلرینه
çoluk-çocuklarının,xu3wlwfo2 xu3wxu1fo2lrybo1ko3,چولوق چوجقلرینڭ
çoluk-çocuğu,xu3wlwfo2 xu3wxu1ao1y,چولوق چوجغی
çoluk-çocuğuna,xu3wlwfo2 xu3wxu1ao1bo1h,چولوق چوجغنه
çoluk-çocuğunun,xu3wlwfo2 xu3wxu1ao1bo1ko3,چولوق چوجغنڭ
çoluğu,xu3wlwao1y,چولوغی
çomak,xu3wmefo2,چوماق
çomak,xu3wmfo2,چومق
çomakla,xu3wmefo2le,چوماقلا
çomaklamak,xu3wmefo2lemfo2,چوماقلامق
çoprabalığı,xu3wbu3re bu1elyao1y,چوپرا بالیغی
çopur,xu3wbu3wr,چوپور
çorabı,xu3wrebu1y,چورابی
çorabını,xu3wrebu1bo1y,چورابنی
çorak,xu3wrefo2,چوراق
çorap,xu3w rebu1,چو راب
çorap,xu3wrebu1,چوراب
çorap,xu3wrebu3,چوراپ
çorapsöküğü,xu3wrebu3 swkwko7y,چوراپ سوکوگی
çorapçı,xu3wrebu1xu1y,چورابجی
çoravanis,xu3wrh||webo1ys,چوره‌وانیس
çorba,xu3wrbu1e,چوربا
çorbacı,xu3wrbu1exu1y,چورباجی
çorbadan,xu3wrbu1edbo1,چوربادن
çorbalık,xu3wrbu1elfo2,چوربالق
çorbanızı,xu3wrbu1eko3ro1y,چورباڭزی
çorbası,xu3wrbu1esy,چورباسی
çorbasını,xu3wrbu1esbo1y,چورباسنی
çorbaya,xu3wrbu1eyh,چوربایه
çorlu,xu3wrlw,چورلو
çorum,xu3wrwm,چوروم
çoğa,xu3wao1h,چوغه
çoğa-aza,xu3wao1h eo6ro1h,چوغه آزه
çoğal,xu3wao1el,چوغال
çoğalacaklar,xu3wao1elexu1fo2lr,چوغالاجقلر
çoğalacaktır,xu3wao1elexu1fo2dr,چوغالاجقدر
çoğalan,xu3wao1elebo1,چوغالان
çoğaldı,xu3wao1eldy,چوغالدی
çoğaldıkça,xu3wao1eldfo2xu1h,چوغالدقجه
çoğaldılar,xu3wao1eldylr,چوغالدیلر
çoğaldığı,xu3wao1eldyao1y,چوغالدیغی
çoğaldığından,xu3wao1eldyao1bo1dbo1,چوغالدیغندن
çoğalmak,xu3wao1elmfo2,چوغالمق
çoğalmakla,xu3wao1elmfo2lh,چوغالمقله
çoğalmakta,xu3wao1elmfo2dh,چوغالمقده
çoğalmaktadır,xu3wao1elmfo2dh||dr,چوغالمقده‌در
çoğalması,xu3wao1elmesy,چوغالماسی
çoğalmasıdır,xu3wao1elmesydr,چوغالماسیدر
çoğalmasına,xu3wao1elmesbo1h,چوغالماسنه
çoğalmasını,xu3wao1elmesbo1y,چوغالماسنی
çoğalmasıyla,xu3wao1elmsylh,چوغالمسیله
çoğalmış,xu3wao1elmso3,چوغالمش
çoğalmıştı,xu3wao1elmso3dy,چوغالمشدی
çoğalmıştır,xu3wao1elmso3dr,چوغالمشدر
çoğalsa,xu3wao1elsh,چوغالسه
çoğalsın,xu3wao1elsybo1,چوغالسین
çoğalt,xu3wao1elbo2,چوغالت
çoğaltabileceğimiz,xu3wao1elbo2h||bu1ylh||xu1ko7mro1,چوغالته‌بیله‌جگمز
çoğaltanlar,xu3wao1elbo2ebo1lr,چوغالتانلر
çoğaltarak,xu3wao1elbo2h||rfo2,چوغالته‌رق
çoğaltmak,xu3wao1elbo2mfo2,چوغالتمق
çoğaltmakla,xu3wao1elbo2mfo2lh,چوغالتمقله
çoğaltması,xu3wao1elbo2mesy,چوغالتماسی
çoğaltmasına,xu3wao1elbo2mesbo1h,چوغالتماسنه
çoğaltmaya,xu3wao1elbo2mao1h,چوغالتمغه
çoğaltmayıp,xu3wao1elbo2meywbu1,چوغالتمایوب
çoğaltmağa,xu3wao1elbo2mao1h,چوغالتمغه
çoğaltmışlar,xu3wao1elbo2mso3lr,چوغالتمشلر
çoğaltmışsın,xu3wao1elbo2mso3sko3,چوغالتمشسڭ
çoğaltsın,xu3wao1elbo2sybo1,چوغالتسین
çoğalttırarak,xu3wao1elbo2dyrh||rfo2,چوغالتدیره‌رق
çoğaltılmaması,xu3wao1elbo2ylmemsy,چوغالتیلمامسی
çoğaltılması,xu3wao1elbo2ylmesy,چوغالتیلماسی
çoğaltılmasına,xu3wao1elbo2ylmesbo1h,چوغالتیلماسنه
çoğaltılmasında,xu3wao1elbo2ylmh||sbo1dh,چوغالتیلمه‌سنده
çoğaltılıyordu,xu3wao1elbo2ylyywrdy,چوغالتیلییوردی
çoğaltıyor,xu3wao1elbo2yywr,چوغالتییور
çoğaltıyorlar,xu3wao1elbo2yywrlr,چوغالتییورلر
çoğaltıyorlardı,xu3wao1elbo2yywrlrdy,چوغالتییورلردی
çoğaltış,xu3wao1eldso3,چوغالدش
çoğalınız,xu3wao1elko3ro1,چوغالڭز
çoğalır,xu3wao1elyr,چوغالیر
çoğalıyor,xu3wao1elyywr,چوغالییور
çoğalış,xu3wao1elso3,چوغالش
çoğol'lu,xu3ao1wlly,چغوللی
çoğu,xu3wao1y,چوغی
çoğumsa,xu3wao1mse,چوغمسا
çoğumsamak,xu3wao1msemfo2,چوغمسامق
çoğuna,xu3wao1bo1h,چوغنه
çoğunda,xu3wao1bo1dh,چوغنده
çoğundan,xu3wao1bo1dbo1,چوغندن
çoğunlukla,xu3ao1wbo1lfo2lh,چغونلقله
çoğunu,xu3wao1bo1y,چوغنی
çoğunun,xu3wao1bo1ko3,چوغنڭ
çoğunuz,xu3wao1ko3ro1,چوغڭز
çoğunuzun,xu3wao1ko3ro1ko3,چوغڭزڭ
çub,xu3wbu1,چوب
çuban,xu3wbu1ebo1,چوبان
çubek,xu3wbu1k,چوبک
