a'cam,eo5axu1em,أعجام
acele_lik,axu1lh||lk,عجله‌لک
acele_likle,axu1lh||lklh,عجله‌لکله
acele_liği,axu1lh||lko7y,عجله‌لگی
acele_sinden,axu1lh||sbo1dbo1,عجله‌سندن
acele_ten,axu1lho2,عجلة
acele_ye,axu1lh||yh,عجله‌یه
acem,axu1m,عجم
acemane,axu1mebo1h,عجمانه
acemaşiran,axu1m aso3yrebo1,عجم عشیران
acemaşîran,axu1m aso3bu2rebo1,عجم عشيران
acemi,axu1my,عجمی
acemi_ler,axu1mylr,عجمیلر
acemi_lik,axu1mbu2lk,عجميلک
acemi_lik,axu1mylk,عجمیلک
acemistan,axu1msbo2ebo1,عجمستان
acemiyan,axu1myebo1,عجمیان
acemiyân,axu1mbu2ebo1,عجميان
acem_lerin,axu1mlrko3,عجملرڭ
acemî,axu1my,عجمی
acemî_ce,axu1myxu1h,عجمیجه
acemî_ler,axu1mylr,عجمیلر
acemî_lere,axu1mylrh,عجمیلره
acemî_lerin,axu1mylrko3,عجمیلرڭ
acemî_likten,axu1mylkdbo1,عجمیلکدن
acemî_liğime,axu1mylko7mh,عجمیلگمه
acenta,eo6xu1bo1bo2h,آجنته
acenta,eo6xu1bo1bo2h||,آجنته‌
acente,eo6xu1bo1bo2h,آجنته
acente,eo6xu1bo1bo2h||,آجنته‌
acet,eo6xu1bo2,آجت
aceze,ao4xu1o4ro1o4h,عَجَزَه
aceze,ao4xu1o4ro1o4h||,عَجَزَه‌
aceze,axu1ro1h,عجزه
aceze,axu1ro1h||,عجزه‌
acezeye,axu1ro1h||yh,عجزه‌یه
acib (acaib),axu1ybu1,عجیب
acib (acayib),axu1ybu1,عجیب
acib,axu1ybu1,عجیب
acib-i,axu1ybu1u4,عجیبِ
acib-üş,axu1ybu1 el,عجیب ال
acibane_sini,axu1ybu1ebo1h||sbo1y,عجیبانه‌سنی
acib_de,axu1ybu1dh,عجیبده
acib_dir,axu1ybu1dr,عجیبدر
acibe,axu1ybu1h,عجیبه
acibe,axu1ybu1h||,عجیبه‌
acibe-i,axu1ybu1h||u4,عجیبه‌ِ
acibe_de,axu1ybu1h||dh,عجیبه‌ده
acibe_deki,axu1ybu1h||dh||ky,عجیبه‌ده‌کی
acibe_dir,axu1ybu1h||dr,عجیبه‌در
acibe_ler,axu1ybu1h||lr,عجیبه‌لر
acibe_leri,axu1ybu1h||lry,عجیبه‌لری
acibe_lerine,axu1ybu1h||lrybo1h,عجیبه‌لرینه
acibe_leriyle,axu1ybu1h||lrylh,عجیبه‌لریله
acibe_si,axu1ybu1h||sy,عجیبه‌سی
acibe_sine,axu1ybu1h||sbo1h,عجیبه‌سنه
acibe_sini,axu1ybu1h||sbo1y,عجیبه‌سنی
acibe_siyle,axu1ybu1h||sylh,عجیبه‌سیله
acibe_ye,axu1ybu1h||yh,عجیبه‌یه
acibe_yi,axu1ybu1h||yy,عجیبه‌یی
acibi,axu1ybu1y,عجیبی
acibi_dir,axu1ybu1ydr,عجیبیدر
acibin,axu1ybu1ko3,عجیبڭ
acibin_i,axu1ybu1bo1y,عجیبنی
acil,aexu1l,عاجل
acil,eo6xu1l,آجل
acilen,aexu1le,عاجلا
acilen,aexu1leo44,عاجلاً
acilen,eo6xu1le,آجلا
acin,axu1ybo1,عجین
aciniyeden,axu1ybo1yh||dbo1,عجینیه‌دن
acip,axu1ybu1,عجیب
acir,eo6xu1r,آجر
aciz,aexu1ro1,عاجز
aciz,ao4exu1u4ro1o0,عَاجِزْ
aciz,axu1ro1,عجز
aciz_ane,aexu1ro1ebo1h||,عاجزانه‌
aciz_ane,ao4exu1u4ro1o4ebo1o4h||,عَاجِزَانَه‌
aciz_anem,aexu1ro1ebo1h||m,عاجزانه‌م
aciz_de,axu1ro1dh,عجزده
aciz_den,axu1ro1dbo1,عجزدن
aciz_i,aexu1ro1y,عاجزی
aciziyyet,aexu1ro1ybo2,عاجزیت
acizleri,axu1ro1lry,عجزلری
acizsiz,axu1ro1sro1,عجزسز
aci̇z,aexu1ro1,عاجز
aci̇z,ao4exu1u4ro1o0,عَاجِزْ
aci̇zane,ao4exu1u4ro1o4ebo1o4h||,عَاجِزَانَه‌
acube-i,eo5axu1wbu1h||u4,أعجوبه‌ِ
acul,axu1wl,عجول
acul_ane,axu1wlebo1h||,عجولانه‌
acul_iyet,axu1wlybo2,عجولیت
acur,eo6xu1wr,آجور
acuz,axu1wro1,عجوز
acuze,axu1wro1h||,عجوزه‌
acuze-i,axu1wro1h||u4,عجوزه‌ِ
acuze_nin,axu1wro1h||bo1ko3,عجوزه‌نڭ
acyo,eo6xu1bu2w,آجيو
acyo,eo6xu1yw,آجیو
acz,ao4xu1o0ro1o0,عَجْزْ
acz,axu1ro1,عجز
acz-i beşeri,ao4xu1o0ro1u4 bu1o4so3o4ru4y,عَجْزِ بَشَرِی
acz-i beşerî,ao4xu1o0ro1u4 bu1o4so3o4ru4bu2,عَجْزِ بَشَرِي
acz-i mutlak,ao4xu1o0ro1u4 mo9to0lo4fo2o0,عَجْزِ مُطْلَقْ
acz-i,axu1ro1u4,عجزِ
acz-i̇ beşeri̇,ao4xu1o0ro1u4 bu1o4so3o4ru4y,عَجْزِ بَشَرِی
acz-i̇ mutlak,ao4xu1o0ro1u4 mo9to0lo4fo2o0,عَجْزِ مُطْلَقْ
acz-mendî,axu1ro1mbo1dy,عجزمندی
acz-âlûd,axu1ro1eo6lwd,عجزآلود
acz_de,axu1ro1dh,عجزده
acz_den,axu1ro1dbo1,عجزدن
acz_dendir,axu1ro1dbo1dr,عجزدندر
acz_dir,axu1ro1dr,عجزدر
acz_e,axu1ro1h,عجزه
acz_i,axu1ro1y,عجزی
acz_im,axu1ro1m,عجزم
acz_imdir,axu1ro1mdr,عجزمدر
acz_ime,axu1ro1ymh,عجزیمه
acz_imi,axu1ro1ymy,عجزیمی
acz_imiz,axu1ro1mro1,عجزمز
acz_imle,axu1ro1mlh,عجزمله
acz_in,axu1ro1ko3,عجزڭ
acz_inde,axu1ro1bo1dh,عجزنده
acz_inden,axu1ro1bo1dbo1,عجزندن
acz_indendir,axu1ro1bo1dbo1dr,عجزندندر
acz_ine,axu1ro1ybo1h,عجزینه
acz_ini,axu1ro1ybo1y,عجزینی
acz_inin,axu1ro1ybo1ko3,عجزینڭ
acz_iniz,axu1ro1yko3ro1,عجزیڭز
acz_inize,axu1ro1yko3ro1h,عجزیڭزه
acz_inizi,axu1ro1yko3ro1y,عجزیڭزی
acz_iyle,axu1ro1ylh,عجزیله
acz_le,axu1ro1lh,عجزله
acz_leri,axu1ro1lry,عجزلری
acz_lerin,axu1ro1lrko3,عجزلرڭ
acz_lerinden,axu1ro1lrbo1dbo1,عجزلرندن
acz_lerine,axu1ro1lrybo1h,عجزلرینه
acz_lerini,axu1ro1lrybo1y,عجزلرینی
acz_lerinin,axu1ro1lrybo1ko3,عجزلرینڭ
acz_leriyle,axu1ro1lrylh,عجزلریله
acâib,axu1ebo5bu1,عجائب
acâib_ce,axu1eyo5bu1xu1h,عجائبجه
acâip,axu1eyo5bu1,عجائب
acâip_lere,axu1eyo5bu1lrh,عجائبلره
acâlet_en,axu1elho2,عجالة
acâyib,axu1ebo5bu1,عجائب
acîb,axu1bu2bu1,عجيب
acîb,axu1ybu1,عجیب
acîb_dir,axu1ybu1dr,عجیبدر
acîbe,axu1bu2bu1h,عجيبه
acîbe,axu1ybu1h,عجیبه
acîbe-i,axu1ybu1h||u4,عجیبه‌ِ
acîbe_de,axu1ybu1h||dh,عجیبه‌ده
acîbe_ye,axu1ybu1h||yh,عجیبه‌یه
acîbe_yi,axu1ybu1h||yy,عجیبه‌یی
acîn,axu1bu2bo1,عجين
acîp,axu1ybu1,عجیب
acûbe,eo5axu1wbu1h,أعجوبه
acûbe-i,eo5axu1wbu1h||u4,أعجوبه‌ِ
acûl,axu1wl,عجول
acûl_âne,axu1wlebo1h,عجولانه
acûl_üz,axu1wlro1,عجولز
acûz,axu1wro1,عجوز
acûze,axu1wro1h,عجوزه
acür,eo6xu1r,آجر
acı su,exu1y zw,اجی صو
acı,eo6xu1y,آجی
acı,exu1y,اجی
acı_dı,eo6xu1ydy,آجیدی
acı_dık,eo6xu1ydfo2,آجیدق
acı_dım,eo6xu1ydm,آجیدم
acı_dır,eo6xu1ydr,آجیدر
acı_dığı,eo6xu1ydyao1y,آجیدیغی
acık,eo6xu1bu2fo2,آجيق
acık,eo6xu1yfo2,آجیق
acık_lan,eo6xu1yfo2lebo1,آجیقلان
acık_lanmak,eo6xu1bu2fo2lebo1mfo2,آجيقلانمق
acık_lanmak,eo6xu1yfo2lebo1mfo2,آجیقلانمق
acık_lı,eo6xu1bu2fo2ly,آجيقلی
acık_lı,eo6xu1yfo2ly,آجیقلی
acık_mak,eo6xu1bu2fo2mfo2,آجيقمق
acık_mak,eo6xu1yfo2mfo2,آجیقمق
acık_mak,exu1fo2mfo2,اجقمق
acık_tıkları,eo6xu1yfo2dfo2lry,آجیقدقلری
acık_tır,eo6xu1yfo2dyr,آجیقدیر
acık_tırmak,eo6xu1bu2fo2dbu2rmfo2,آجيقديرمق
acık_tırmak,eo6xu1yfo2dyrmfo2,آجیقدیرمق
acık_ılmak,eo6xu1bu2fo2lmfo2,آجيقلمق
acık_ılmak,eo6xu1yfo2lmfo2,آجیقلمق
acılan_an,eo6xu1ylebo1ebo1,آجیلانان
acılan_mak,eo6xu1bu2lebo1mfo2,آجيلانمق
acılan_mak,eo6xu1ylebo1mfo2,آجیلانمق
acı_lar,eo6xu1ylr,آجیلر
acı_lara,eo6xu1ylrh,آجیلره
acı_ları,eo6xu1ylry,آجیلری
acı_larımıza,eo6xu1ylrymro1h,آجیلریمزه
acı_larımızı,eo6xu1ylrymro1y,آجیلریمزی
acı_ların,eo6xu1ylrko3,آجیلرڭ
acı_larına,eo6xu1ylrybo1h,آجیلرینه
acı_larını,eo6xu1ylrybo1y,آجیلرینی
acı_larıyla,eo6xu1ylrylh,آجیلریله
acılaş_an,eo6xu1yleso3ebo1,آجیلاشان
acılaş_tıran,eo6xu1yleso3dyrebo1,آجیلاشدیران
acı_lık,eo6xu1bu2lfo2,آجيلق
acı_lık,eo6xu1ylfo2,آجیلق
acı_lığına,eo6xu1ylao1bo1h,آجیلغنه
acı_lığından,eo6xu1ylao1bo1dbo1,آجیلغندن
acı_lığını,eo6xu1ylao1bo1y,آجیلغنی
acı_madan,eo6xu1ymedbo1,آجیمادن
acı_madı,eo6xu1ymedy,آجیمادی
acı_madım,eo6xu1ymedm,آجیمادم
acı_mak,eo6xu1bu2mfo2,آجيمق
acı_mak,eo6xu1ymfo2,آجیمق
acı_mak,exu1bu2mfo2,اجيمق
acı_mak,exu1ymfo2,اجیمق
acı_makla,eo6xu1ymfo2lh,آجیمقله
acı_maklık,eo6xu1ymfo2lfo2,آجیمقلق
acı_maktan,eo6xu1ymfo2dbo1,آجیمقدن
acı_malarıyla,eo6xu1ymelrylh,آجیمالریله
acı_malısın,eo6xu1ymelysko3,آجیمالیسڭ
acı_mamak,eo6xu1ymemfo2,آجیمامق
acı_masa,eo6xu1ymesh,آجیماسه
acı_masını,eo6xu1ymesbo1y,آجیماسنی
acı_maya,eo6xu1ymeyh,آجیمایه
acı_mayan,eo6xu1ymyebo1,آجیمیان
acı_mayınız,eo6xu1ymeyko3ro1,آجیمایڭز
acı_mağa,eo6xu1ymao1h,آجیمغه
acı_mtrak,eo6xu1bu2mbo2refo2,آجيمتراق
acı_mtrak,eo6xu1ymbo2refo2,آجیمتراق
acı_mtırak,eo6xu1bu2mbo2refo2,آجيمتراق
acı_mtırak,eo6xu1ymbo2refo2,آجیمتراق
acı_mıyor,eo6xu1ymyywr,آجیمییور
acı_mıyorlar,eo6xu1ymyywrlr,آجیمییورلر
acı_mıyorum,eo6xu1ymyywrm,آجیمییورم
acı_mış,eo6xu1ymso3,آجیمش
acı_mıştım,eo6xu1ymso3dm,آجیمشدم
acın_acak,eo6xu1bu2bo1h||xu1fo2,آجينه‌جق
acın_acak,eo6xu1ybo1h||xu1fo2,آجینه‌جق
acın_acak,exu1bo1h xu1fo2,اجنه جق
acın_dan,eo6xu1bo1dbo1,آجندن
acın_dır,eo6xu1ybo1dyr,آجیندیر
acın_dırmak,eo6xu1bu2bo1dbu2rmfo2,آجينديرمق
acın_dırmak,eo6xu1ybo1dyrmfo2,آجیندیرمق
acın_mak,eo6xu1bo1mfo2,آجنمق
acın_mak,eo6xu1bu2bo1mfo2,آجينمق
acın_mak,eo6xu1ybo1mfo2,آجینمق
acın_maya,eo6xu1ybo1mao1h,آجینمغه
acın_mayacak,eo6xu1ybo1myh||xu1fo2,آجینمیه‌جق
acın_maz,eo6xu1ybo1mero1,آجینماز
acır,eo6xu1yr,آجیر
acır,exu1r,اجر
acırak,eo6xu1bu2refo2,آجيراق
acırak,eo6xu1yrefo2,آجیراق
acırga,eo6xu1bu2rao1h,آجيرغه
acırga,eo6xu1yrao1h||,آجیرغه‌
acırgan_mak,eo6xu1bu2rao1bo1mfo2,آجيرغنمق
acırgan_mak,eo6xu1yrao1bo1mfo2,آجیرغنمق
acı_sı,eo6xu1ysy,آجیسی
acı_sın,eo6xu1ysybo1,آجیسین
acı_sına,eo6xu1ysbo1h,آجیسنه
acı_sından,eo6xu1ysbo1dbo1,آجیسندن
acı_sını çıkarmak,exu1bu2sbo1y xu3bu2fo2ermfo2,اجيسنی چيقارمق
acı_sını çıkarmak,exu1ysbo1y xu3yfo2ermfo2,اجیسنی چیقارمق
acı_sını,eo6xu1ysbo1y,آجیسنی
acıt_mak,eo6xu1bu2bo2mfo2,آجيتمق
acıt_mak,eo6xu1ybo2mfo2,آجیتمق
acıt_mak,exu1bo2mfo2,اجتمق
acı_yacak,eo6xu1yyh||xu1fo2,آجییه‌جق
acı_yacaksınız,eo6xu1yyh||xu1fo2sko3ro1,آجییه‌جقسڭز
acı_yacaktım,eo6xu1yyh||xu1fo2dm,آجییه‌جقدم
acı_yan,eo6xu1yyebo1,آجییان
acı_yarak,eo6xu1yyh||rfo2,آجییه‌رق
acı_yor,eo6xu1yywr,آجییور
acı_yor,exu1bu2wr,اجيور
acı_yor,exu1ywr,اجیور
acı_yordu,eo6xu1yywrdy,آجییوردی
acı_yordum,eo6xu1yywrdm,آجییوردم
acı_yorsan,eo6xu1yywrsh||ko3,آجییورسه‌ڭ
acı_yorum,eo6xu1yywrm,آجییورم
acı_yoruz,eo6xu1yywrro1,آجییورز
acı_yı,eo6xu1y||yy,آجی‌یی
acı_yıp,eo6xu1yywbu1,آجییوب
ad koymak,edfo2wmfo2,ادقومق
ad takmak,edtefo2mfo2,ادطاقمق
ad vermek,edwbu2rmfo2,ادويرمق
ad vermek,edwbu2rmk,ادويرمک
ad vermek,edwyrmfo2,ادویرمق
ad vermek,edwyrmk,ادویرمک
ad,ed,اد
ad,eo6d,آد
ada tavşanı,eth twso3ebo1y,اطه طوشانی
ada_da,eo6th||dh,آطه‌ده
ada,eo6de,آدا
ada,eo6th,آطه
ada,eo6th||,آطه‌
ada,eth,اطه
ada,eth||,اطه‌
adab u erkan,eo6debu1 w erkebo1,آداب و ارکان
adab,edebu1,اداب
adab,eo6debu1,آداب
adab-i kur'ani̇ye,edo4ebu1u4 fo2o9ro0eo6bo1u4yo4h||,ادَابِ قُرْآنِیَه‌
adab-ı kur'aniye,edo4ebu1u4 fo2o9ro0eo6bo1u4yo4h||,ادَابِ قُرْآنِیَه‌
adabalığı,eth bu1elao1y,اطه بالغی
adak,edefo2,اداق
adak,eo6defo2,آداق
adalat,azo1lebo2,عضلات
adale,azo1lh,عضله
adale,azo1lh||,عضله‌
adalet_e,adelbo2h,عدالته
adalet_tir,adelbo2dr,عدالتدر
adalet,adelbo2,عدالت
adalet-i mutlak_a,ao4do4elo4bo2u4 mo9to0lo4fo2o4h||,عَدَالَتِ مُطْلَقَه‌
adalet-i,adelbo2u4,عدالتِ
adalet-i̇ mutlaka,ao4do4elo4bo2u4 mo9to0lo4fo2o4h||,عَدَالَتِ مُطْلَقَه‌
adalet-perver,adelbo2||bu3rwr,عدالت‌پرور
adalet-pîşe,adelbo2||bu3yso3h,عدالت‌پیشه
adalet_e,adelbo2h,عدالته
adalet_i,adelbo2y,عدالتی
adalet_in,adelbo2ko3,عدالتڭ
adalet_inde,adelbo2bo1dh,عدالتنده
adalet_inden,adelbo2bo1dbo1,عدالتندن
adalet_ine,adelbo2bo1h,عدالتنه
adalet_ini,adelbo2bo1y,عدالتنی
adalet_inin,adelbo2bo1ko3,عدالتنڭ
adalet_iniz,adelbo2ko3ro1,عدالتڭز
adalet_inizden,adelbo2ko3ro1dbo1,عدالتڭزدن
adalet_inize,adelbo2ko3ro1h,عدالتڭزه
adalet_inizin,adelbo2ko3ro1ko3,عدالتڭزڭ
adalet_iyle,adelbo2ylh,عدالتیله
adalet_kar,adelbo2ker,عدالتکار
adalet_kâr,adelbo2ker,عدالتکار
adalet_le,adelbo2lh,عدالتله
adalet_leri,adelbo2lry,عدالتلری
adalet_lerine,adelbo2lrybo1h,عدالتلرینه
adalet_lerini,adelbo2lrybo1y,عدالتلرینی
adalet_li,adelbo2ly,عدالتلی
adalet_name-i,adelbo2bo1emh||u4,عدالتنامه‌ِ
adalet_perver,adelbo2||bu3rwr,عدالت‌پرور
adalet_perverliğinizi,adelbo2||bu3rwrlko7ko3ro1y,عدالت‌پرورلگڭزی
adalet_siz,adelbo2sro1,عدالتسز
adalet_sizlik,adelbo2sro1lk,عدالتسزلک
adalet_sizliğe,adelbo2sro1lko7h,عدالتسزلگه
adalet_sizliğine,adelbo2sro1lko7bo1h,عدالتسزلگنه
adalet_te,adelbo2dh,عدالتده
adalet_ten,adelbo2dbo1,عدالتدن
adalet_tir,adelbo2dr,عدالتدر
adaletullah,adelbo2 e||ellh,عدالت ا‌الله
adali,azo1ly,عضلی
adalât,azo1lebo2,عضلات
adalî,azo1ly,عضلی
adalı,eo6th||ly,آطه‌لی
adam boğulur,edm bu1wao1lwr,ادم بوغلور
adam ile donatmak,edm ebu2lh dwbo1ebo2mfo2,ادم ايله دوناتمق
adam ile donatmak,edm eylh dwbo1ebo2mfo2,ادم ایله دوناتمق
adam koymak,edm fo2wmfo2,ادم قومق
adam yerine koymamak,edm bu2rbu2bo1h fo2wmemfo2,ادم يرينه قومامق
adam yerine koymamak,edm yrybo1h fo2wmemfo2,ادم یرینه قومامق
adam,edm,ادم
adam,eo6dem,آدام
adam,eo6dm,آدم
adama,eo6dmh,آدمه
ada_mak,eo6demfo2,آدامق
adamakıllı,eo6dem afo2lly,آدام عقللی
adamcasına,eo6dmxu1h||sbo1h||,آدمجه‌سنه‌
adamcasına,eo6dmxu1h||sbo1h,آدمجه‌سنه
adamcağız,eo6demxu1ao1ro1,آدامجغز
adamcağız,eo6dmxu1ao1ro1,آدمجغز
adamcağıza,eo6dmxu1ao1ro1h,آدمجغزه
adamcağızın,eo6dmxu1ao1ro1ko3,آدمجغزڭ
adam_cık,eo6demxu1fo2,آدامجق
adam_cık,eo6dmxu1fo2,آدمجق
adam_cıl,eo6demxu1bu2l,آدامجيل
adam_cıl,eo6demxu1yl,آدامجیل
adam_cıl,eo6dmxu1bu2l,آدمجيل
adam_cıl,eo6dmxu1yl,آدمجیل
adam_cılayın,eo6dmxu1bu2lebu2bo1,آدمجيلاين
adam_cılayın,eo6dmxu1yleybo1,آدمجیلاین
adam_da,eo6dmdh,آدمده
adam_daki,eo6dmdh||ky,آدمده‌کی
adam_dan,eo6dmdbo1,آدمدن
adam_dır,eo6dmdr,آدمدر
adam_la,eo6dmlh,آدمله
adam_lar,eo6dmlr,آدملر
adam_lara,eo6dmlrh,آدملره
adam_larda,eo6dmlrdh,آدملرده
adam_lardan,eo6dmlrdbo1,آدملردن
adam_lardansan,eo6dmlrdbo1sh||ko3,آدملردنسه‌ڭ
adam_lardır,eo6dmlrdr,آدملردر
adam_larla,eo6dmlrlh,آدملرله
adam_larsınız,eo6dmlrsko3ro1,آدملرسڭز
adam_ları,eo6dmlry,آدملری
adam_larıdır,eo6dmlrydr,آدملریدر
adam_larımız,eo6dmlrymro1,آدملریمز
adam_larımızı,eo6dmlrymro1y,آدملریمزی
adam_ların,eo6dmlrko3,آدملرڭ
adam_larına,eo6dmlrybo1h,آدملرینه
adam_larından,eo6dmlrbo1dbo1,آدملرندن
adam_larını,eo6dmlrybo1y,آدملرینی
adam_larının,eo6dmlrybo1ko3,آدملرینڭ
adam_larınız,eo6dmlryko3ro1,آدملریڭز
adam_lık,edmlfo2,ادملق
adam_sı,eo6th||msy,آطه‌مسی
adam_sın,eo6dmsko3,آدمسڭ
adam_sız,eo6demsro1,آدامسز
adam_sız,eo6dmsro1,آدمسز
adam_sızlık,eo6dmsro1lfo2,آدمسزلق
adam_ı aldatır,edmy eldedr,ادمی الدادر
adam_ı,eo6dmy,آدمی
adam_ıdır,eo6dmydr,آدمیدر
adam_ım,eo6dmm,آدمم
adam_ın,eo6dmko3,آدمڭ
adam_ına,eo6dmbo1h,آدمنه
adam_ını,eo6dmbo1y,آدمنی
adam_ının,eo6dmbo1ko3,آدمنڭ
ada_mış,eo6demso3,آدامش
adaptasyon,eo6debu1bo2esbu2wbo1,آدابتاسيون
adaptasyon,eo6debu1bo2esywbo1,آدابتاسیون
adası_nın,eo6th||sbo1ko3,آطه‌سنڭ
adası_nda,eo6th||sbo1dh,آطه‌سنده
adası_ndaki,eo6th||sbo1dh||ky,آطه‌سنده‌کی
adat,aedebo2,عادات
adat,ao4edo4ebo2o0,عَادَاتْ
adat,eo6debo2,آدات
adat_mak,eo6debo2mfo2,آداتمق
adavet,adewbo2,عداوت
adavet,ao4do4ewo4bo2o0,عَدَاوَتْ
adavet-i,adewbo2u4,عداوتِ
adavet_e,adewbo2h,عداوته
adavet_i,adewbo2y,عداوتی
adavet_idir,adewbo2ydr,عداوتیدر
adavet_im,adewbo2m,عداوتم
adavet_imiz,adewbo2mro1,عداوتمز
adavet_in,adewbo2ko3,عداوتڭ
adavet_inden,adewbo2ko3dbo1,عداوتڭدن
adavet_ine,adewbo2bo1h,عداوتنه
adavet_ini,adewbo2ko3y,عداوتڭی
adavet_inin,adewbo2bo1ko3,عداوتنڭ
adavet_inizi,adewbo2ko3ro1y,عداوتڭزی
adavet_kârane,adewbo2kerebo1h,عداوتکارانه
adavet_le,adewbo2lh,عداوتله
adavet_leri,adewbo2lry,عداوتلری
adavet_lerinden,adewbo2lrbo1dbo1,عداوتلرندن
adavet_lerle,adewbo2lrlh,عداوتلرله
adavet_ten,adewbo2dbo1,عداوتدن
adavet_tir,adewbo2dr,عداوتدر
ada_ya,eo6teyh,آطایه
adaçayı,eth xu3ebu2y,اطه چايی
adaçayı,eth xu3eyy,اطه چایی
adaş,eo6deso3,آداش
adaş_lık,eo6deso3lfo2,آداشلق
adbâ,azo1bu1e,عضبا
add etmek,ade,عدا
add,ad,عد
add,ado8,عدّ
addaş,eddeso3,ادداش
add_edebilir,ado8 eydh||bu1ylyr,عدّ ایده‌بیلیر
add_eden,ado8 eydbo1,عدّ ایدن
add_eder,ado8 eydr,عدّ ایدر
add_ederek,ado8 eydh||rk,عدّ ایده‌رک
add_ederim,ado8 eydrm,عدّ ایدرم
add_edildiği,ado8 eydyldyko7y,عدّ ایدیلدیگی
add_edilecek,ado8 eydylh||xu1k,عدّ ایدیله‌جک
add_edilecekti,ado8 eydylh||xu1kdy,عدّ ایدیله‌جکدی
add_edilemez,ado8 eydylh||mro1,عدّ ایدیله‌مز
add_edilen,ado8 eydylbo1,عدّ ایدیلن
add_edilerek,ado8 eydylh||rk,عدّ ایدیله‌رک
add_edilmediklerine,ado8 eydylmdklrybo1h,عدّ ایدیلمدکلرینه
add_edilmek,ado8 eydylmk,عدّ ایدیلمک
add_edilmektedirler,ado8 eydylmkdh||drlr,عدّ ایدیلمکده‌درلر
add_edilmemesi,ado8 eydylmh||msy,عدّ ایدیلمه‌مسی
add_edilmemesine,ado8 eydylmh||msbo1h,عدّ ایدیلمه‌مسنه
add_edilmemiştir,ado8 eydylmh||mso3dr,عدّ ایدیلمه‌مشدر
add_edilmeye,ado8 eydylmh||yh,عدّ ایدیلمه‌یه
add_edilmiştir,ado8 eydylmso3dr,عدّ ایدیلمشدر
add_edip,ado8 eydwbu1,عدّ ایدوب
add_ediyor,ado8 eydyywr,عدّ ایدییور
add_ediyorlar,ado8 eydyywrlr,عدّ ایدییورلر
add_ediyorum,ado8 eydyywrm,عدّ ایدییورم
add_et,adeybo2,عدایت
add_etmek,adebu2bo2mk,عدايتمک
add_etmek,adeybo2mk,عدایتمک
add_etmek,ado8 eybo2mk,عدّ ایتمک
add_etmekliğimizi,ado8 eybo2mklko7mro1y,عدّ ایتمکلگمزی
add_etmeliyiz,ado8 eybo2mh||ly||yro1,عدّ ایتمه‌لی‌یز
add_etmeyen,ado8 eybo2mh||ybo1,عدّ ایتمه‌ین
add_etsek,ado8 eybo2sh||k,عدّ ایتسه‌ک
add_ettik,ado8 eybo2dk,عدّ ایتدک
add_ettikleri,ado8 eybo2dklry,عدّ ایتدکلری
add_ettim,ado8 eybo2dm,عدّ ایتدم
add_ettiği,ado8 eybo2dyko7y,عدّ ایتدیگی
add_eylerler,ado8 eo5ylrlr,عدّ أیلرلر
add_ile,ado8 eylh,عدّ ایله
add_olunmaz,ado8 ewlwbo1mero1,عدّ اولونماز
add_olunurlar,ado8 ewlwbo1wrlr,عدّ اولونورلر
addâş,eddeso3,ادداش
aded hesabı,add xsebu1y,عدد حسابی
aded hesâbı,add xsebu1y,عدد حسابی
aded,add,عدد
aded-i sahih,add zxyx,عدد صحیح
aded-i sahîh,add zxbu2x,عدد صحيح
aded-i,addu4,عددِ
aded_ce,addxu1h,عددجه
aded_de,adddh,عددده
aded_den,adddbo1,عدددن
aded_e,addh,عدده
aded_en,adde,عددا
aded_i,addy,عددی
aded_in,addko3,عددڭ
aded_ince,addbo1xu1h,عددنجه
aded_inde,addbo1dh,عددنده
aded_inden,addbo1dbo1,عددندن
aded_ine,addybo1h,عددینه
aded_ini,addybo1y,عددینی
aded_inin,addybo1ko3,عددینڭ
aded_iye,addyh,عددیه
aded_iyesi,addyh||sy,عددیه‌سی
aded_iyet,addybo2,عددیت
aded_iyle,addylh,عددیله
aded_le,addlh,عددله
aded_ler,addlr,عددلر
aded_lerde,addlrdh,عددلرده
aded_leri,addlry,عددلری
aded_lerime,addlrymh,عددلریمه
aded_lerin,addlrko3,عددلرڭ
aded_lerince,addlrbo1xu1h,عددلرنجه
aded_lerinde,addlrbo1dh,عددلرنده
aded_lerine,addlrybo1h,عددلرینه
aded_lerini,addlrybo1y,عددلرینی
aded_lerinin,addlrybo1ko3,عددلرینڭ
aded_leriyle,addlrylh,عددلریله
aded_li,addly,عددلی
aded_siz,addsro1,عددسز
aded_çe,addxu1h,عددجه
aded_î,addy,عددی
adem,edm,ادم
adam,edm,ادم
adem -i muvaffakiyet,adm mwfo1fo2ybo2,عدم موفقیت
adem -i muvazenet,adm mwero1bo1bo2,عدم موازنت
adem -i riayet,adm raeybo2,عدم رعایت
adem -i teveccüh,adm bo2wxu1h||,عدم توجه‌
adem -i te’lifiyet,adm bo2eo5lyfo1ybo2,عدم تألیفیت
adem_in,admko3,عدمڭ
adem,adm,عدم
adem,ao4do4mo0,عَدَمْ
adem,eo6dm,آدم
adem-i ehliyyet,adm ehlbu2bo2,عدم اهليت
adem-i ehliyyet,adm ehlybo2,عدم اهلیت
adem-i emniyyet,adm embo1bu2bo2,عدم امنيت
adem-i emniyyet,adm embo1ybo2,عدم امنیت
adem-i hürmet,adm xrmbo2,عدم حرمت
adem-i i'tikad,adm eabo2fo2ed,عدم اعتقاد
