
b,bu1,ب
bahsettiğinde,bu1xbo3 eybo2dyko7bo1dh,بحث ایتدیگنده
bahsettiğinden,bu1xbo3 eybo2dyko7bo1dbo1,بحث ایتدیگندن
bahsettiğini,bu1xbo3 eybo2dyko7bo1y,بحث ایتدیگنی
bahseyledi,bu1xbo3 eo5yldy,بحث أیلدی
bahsi,bu1xbo3y,بحثی
bahsim,bu1xbo3m,بحثم
bahsimiz,bu1xbo3mro1,بحثمز
bahsimizde,bu1xbo3mro1dh,بحثمزده
bahsimizden,bu1xbo3mro1dbo1,بحثمزدن
bahsimize,bu1xbo3mro1h,بحثمزه
bahsin,bu1xbo3ko3,بحثڭ
bahsinde,bu1xbo3bo1dh,بحثنده
bahsindeki,bu1xbo3bo1dh||ky,بحثنده‌کی
bahsinden,bu1xbo3bo1dbo1,بحثندن
bahsine gelince,bu1xbo3bo1h klbo1xu1h,بحثنه کلنجه
bahsine gelince,bu1xbo3bo1h klbo1xu1h||,بحثنه کلنجه‌
bahsine,bu1xbo3bo1h,بحثنه
bahsini,bu1xbo3bo1y,بحثنی
bahsinin,bu1xbo3bo1ko3,بحثنڭ
bahsiyle,bu1xbo3ylh,بحثیله
bahsolan,bu1xbo3 ewlebo1,بحث اولان
bahsolmuş,bu1xbo3 ewlmso3,بحث اولمش
bahsolmuştur,bu1xbo3 ewlmso3dr,بحث اولمشدر
bahsolunmaktadır,bu1xbo3 ewlwbo1mfo2dh||dr,بحث اولونمقده‌در
bahsolunmuş,bu1xbo3 ewlwbo1mso3,بحث اولونمش
bahsoluyor,bu1xbo3 ewlwywr,بحث اولویور
baht,bu1o4xo1o0bo2o0,بَخْتْ
baht,bu1xo1bo2,بخت
baht-ı,bu1xo1bo2u4,بختِ
bahta havale etmek,bu1xo1bo2h xwelh e,بخته حواله ا
bahta havâle etmek,bu1xo1bo2h xwelh e,بخته حواله ا
bahtiyar,bu1o4xo1o0bo2u4bu2o4ero0,بَخْتِيَارْ
bahtiyar,bu1o4xo1o0bo2u4yo4ero0,بَخْتِیَارْ
bahtiyar,bu1xo1bo2yer,بختیار
bahtiyarane,bu1xo1bo2yerebo1h,بختیارانه
bahtiyardır,bu1xo1bo2yerdr,بختیاردر
bahtiyardırlar,bu1xo1bo2yerdrlr,بختیاردرلر
bahtiyari,bu1xo1bo2yery,بختیاری
bahtiyarlar,bu1xo1bo2yerlr,بختیارلر
bahtiyarlara,bu1xo1bo2yerlrh,بختیارلره
bahtiyarların,bu1xo1bo2yerlrko3,بختیارلرڭ
bahtiyarlarına,bu1xo1bo2yerlrybo1h,بختیارلرینه
bahtiyarlık,bu1xo1bo2yerlfo2,بختیارلق
bahtiyarlıktır,bu1xo1bo2yerlfo2dr,بختیارلقدر
bahtiyarlığa,bu1xo1bo2yerlao1h,بختیارلغه
bahtiyarlığı,bu1xo1bo2yerlao1y,بختیارلغی
bahtiyarlığın,bu1xo1bo2yerlao1ko3,بختیارلغڭ
bahtiyarlığına,bu1xo1bo2yerlao1bo1h,بختیارلغنه
bahtiyarlığını,bu1xo1bo2yerlao1bo1y,بختیارلغنی
bahtiyarsın,bu1xo1bo2yersko3,بختیارسڭ
bahtiyarsınız,bu1xo1bo2yersko3ro1,بختیارسڭز
bahtiyarı,bu1xo1bo2yery,بختیاری
bahtiyarım,bu1xo1bo2yerm,بختیارم
bahtiyarız,bu1xo1bo2yerro1,بختیارز
bahtiyârî,bu1xo1bo2bu2ery,بختياری
bahti̇yar,bu1o4xo1o0bo2u4yo4ero0,بَخْتِیَارْ
bahtlı,bu1xo1bo2lw,بختلو
bahtsız,bu1xo1bo2sro1,بختسز
bahtsızlık,bu1xo1bo2sro1lk,بختسزلک
bahtına güvenir mechulü'l-asl kimse,bu1xo1bo2bo1h kwkbo1wrmxu1hwl elezl kmsbo1h||,بختنه کوکنورمجهول الاصل کمسنه‌
bahtına güvenir mechûlü'l-asl kimse,bu1xo1bo2bo1h kwkbo1wrmxu1hwl elezl kmsbo1h,بختنه کوکنورمجهول الاصل کمسنه
bahtına,bu1xo1bo2ko3h,بختڭه
bahtını,bu1xo1bo2bo1y,بختنی
bahtının,bu1xo1bo2bo1ko3,بختنڭ
bahur,bu1exo1wr,باخور
bahusus,bu1exo1zwz,باخصوص
bahusus,bu1o4exo1o9zo9wzo0,بَاخُصُوصْ
bahâ (paha),bu1he,بها
bahâ artmak,bu1he erbo2rmfo2,بها ارترمق
bahâ,bu1he,بها
bahâ,bu1o4ho4e,بَهَا
bahâdar,bu1heder,بهادار
bahâdır kadın,bu1hedr fo2ery,بهادر قاری
bahâdır,bu1hedr,بهادر
bahâdır,bu1o4ho4edu4ro0,بَهَادِرْ
bahâdırâne,bu1hedrebo1h,بهادرانه
bahâne bulmak,bu1hebo1h bu1wlmfo2,بهانه بولمق
bahâne,bu1hebo1h,بهانه
bahânecû,bu1hebo1h xu1w,بهانه جو
bahâr,bu1her,بهار
bahâriye,bu1heryh,بهاریه
bahârât,bu1herebo2,بهارات
bahârî,bu1hery,بهاری
bahâya çıkmak,bu1hebu2h xu3bu2fo2mfo2,بهايه چيقمق
bahâyim,bu1heym,بهایم
bahçe tarağı,bu1eao1xu3h treao1y,باغچه طراغی
bahçe,bu1eao1xu3h,باغچه
bahçe,bu1eao1xu3h||,باغچه‌
bahçe-i,bu1eao1xu3h||u4,باغچه‌ِ
bahçecilikten,bu1eao1xu3h||xu1ylkdbo1,باغچه‌جیلکدن
bahçeciğimi,bu1eao1xu3h||xu1ko7my,باغچه‌جگمی
bahçede,bu1eao1xu3h||dh,باغچه‌ده
bahçedeki,bu1eao1xu3h||dh||ky,باغچه‌ده‌کی
bahçeden,bu1eao1xu3h||dbo1,باغچه‌دن
bahçedir,bu1eao1xu3h||dr,باغچه‌در
bahçeler,bu1eao1xu3h||lr,باغچه‌لر
bahçelerde,bu1eao1xu3h||lrdh,باغچه‌لرده
bahçelerdir,bu1eao1xu3h||lrdr,باغچه‌لردر
bahçelere,bu1eao1xu3h||lrh,باغچه‌لره
bahçeleri,bu1eao1xu3h||lry,باغچه‌لری
bahçelerin,bu1eao1xu3h||lrko3,باغچه‌لرڭ
bahçelerinde,bu1eao1xu3h||lrbo1dh,باغچه‌لرنده
bahçelerinden,bu1eao1xu3h||lrbo1dbo1,باغچه‌لرندن
bahçelerine,bu1eao1xu3h||lrybo1h,باغچه‌لرینه
bahçelerinin,bu1eao1xu3h||lrybo1ko3,باغچه‌لرینڭ
bahçelerle,bu1eao1xu3h||lrlh,باغچه‌لرله
bahçemdir,bu1eao1xu3h||mdr,باغچه‌مدر
bahçen,bu1eao1xu3h||ko3,باغچه‌ڭ
bahçende,bu1eao1xu3h||ko3dh,باغچه‌ڭده
bahçene,bu1eao1xu3h||ko3h,باغچه‌ڭه
bahçeni,bu1eao1xu3h||ko3y,باغچه‌ڭی
bahçenin,bu1eao1xu3h||bo1ko3,باغچه‌نڭ
bahçenizde,bu1eao1xu3h||ko3ro1dh,باغچه‌ڭزده
bahçesi,bu1eao1xu3h||sy,باغچه‌سی
bahçesidir,bu1eao1xu3h||sydr,باغچه‌سیدر
bahçesinde,bu1eao1xu3h||sbo1dh,باغچه‌سنده
bahçesindeki,bu1eao1xu3h||sbo1dh||ky,باغچه‌سنده‌کی
bahçesinden,bu1eao1xu3h||sbo1dbo1,باغچه‌سندن
bahçesine,bu1eao1xu3h||sbo1h,باغچه‌سنه
bahçesini,bu1eao1xu3h||sbo1y,باغچه‌سنی
bahçesinin,bu1eao1xu3h||sbo1ko3,باغچه‌سنڭ
bahçeye,bu1eao1xu3h||yh,باغچه‌یه
bahçeyi,bu1eao1xu3h||yy,باغچه‌یی
bahçıvan,bu1eao1xu3webo1,باغچوان
bahçıvan,bu1exo1xu3webo1,باخچوان
bahçıvan-misal,bu1eao1xu3webo1||mbo3el,باغچوان‌مثال
bahçıvân,bu1eao1xu3webo1,باغچوان
bahîl,bu1xo1bu2l,بخيل
bahş etmek,bu1xo1so3 e,بخش ا
bahş,bu1o4xo0so3o0,بَحْشْ
bahş,bu1xo1so3,بخش
bahş-ı,bu1xo1so3u4,بخشِ
bahşayiş,bu1xo1so3eyso3,بخشایش
bahşayiş-i,bu1xo1so3eyso3u4,بخشایشِ
bahşedecek,bu1xo1so3 eydh||xu1k,بخش ایده‌جک
bahşeden,bu1xo1so3 eydbo1,بخش ایدن
bahşeder,bu1xo1so3 eydr,بخش ایدر
bahşederdi,bu1xo1so3 eydrdy,بخش ایدردی
bahşederken,bu1xo1so3 eydrkbo1,بخش ایدرکن
bahşedildi,bu1xo1so3 eydyldy,بخش ایدیلدی
bahşedilmiş,bu1xo1so3 eydylmso3,بخش ایدیلمش
bahşediyor,bu1xo1so3 eydyywr,بخش ایدییور
bahşediyorlar,bu1xo1so3 eydyywrlr,بخش ایدییورلر
bahşetmediği,bu1xo1so3 eybo2mh||dyko7y,بخش ایتمه‌دیگی
bahşetmektedir,bu1xo1so3 eybo2mkdh||dr,بخش ایتمکده‌در
bahşetmez,bu1xo1so3 eybo2mro1,بخش ایتمز
bahşetmiş,bu1xo1so3 eybo2mso3,بخش ایتمش
bahşetmişsin,bu1xo1so3 eybo2mso3sko3,بخش ایتمشسڭ
bahşetti,bu1xo1so3 eybo2dy,بخش ایتدی
bahşettirmiştir,bu1xo1so3 eybo2dyrmso3dr,بخش ایتدیرمشدر
bahşettiği,bu1xo1so3 eybo2dyko7y,بخش ایتدیگی
bahşettiğinden,bu1xo1so3 eybo2dyko7bo1dbo1,بخش ایتدیگندن
bahşiş vermek,bu1xo1so3so3 wbu2rmk,بخشش ويرمک
bahşiş vermek,bu1xo1so3so3 wyrmk,بخشش ویرمک
bahşiş,bu1xo1so3bu2so3,بخشيش
bahşiş,bu1xo1so3so3,بخشش
bahşiş,bu1xo1so3yso3,بخشیش
bahşiş-i,bu1xo1so3so3u4,بخششِ
bahşişini vermek,bu1xo1so3so3bo1y wbu2rmk,بخششنی ويرمک
bahşişini vermek,bu1xo1so3so3bo1y wyrmk,بخششنی ویرمک
bahşolundu,bu1xo1so3 ewlwbo1dy,بخش اولوندی
bahşâyiş,bu1xo1so3eyso3,بخشایش
bahşına,bu1xo1so3bo1h,بخشنه
baid,bu1ayd,بعید
baiddir,bu1ayddr,بعیددر
baidede,bu1aydh||dh,بعیده‌ده
baideden,bu1aydh||dbo1,بعیده‌دن
bais olmak,bu1eabo3 ew,باعث او
bais,bu1eabo3,باعث
bais-i harab,bu1eabo3 xo1rebu1,باعث خراب
bais-i keder,bu1eabo3 kdr,باعث کدر
bais-i meserret,bu1eabo3 msrbo2,باعث مسرت
bais-i mevt,bu1eabo3 mwbo2,باعث موت
bais-i şeref,bu1eabo3 so3rfo1,باعث شرف
bajurnal,bu1ero3wrbo1el,باژورنال
bak,bu1efo2,باق
bak,bu1ek,باک
bakaaya,bu1fo2eye,بقایا
bakaayâ,bu1fo2eye,بقایا
bakabilesin,bu1efo2h||bu1ylh||sko3,باقه‌بیله‌سڭ
bakabilir,bu1efo2h||bu1ylyr,باقه‌بیلیر
bakabiliriz,bu1efo2h||bu1ylyrro1,باقه‌بیلیرز
bakabilirler,bu1efo2h||bu1ylyrlr,باقه‌بیلیرلر
bakabilirsen,bu1efo2h||bu1ylyrsh||ko3,باقه‌بیلیرسه‌ڭ
bakabilirsin,bu1efo2h||bu1ylyrsko3,باقه‌بیلیرسڭ
bakabilirsiniz,bu1efo2h||bu1ylyrsko3ro1,باقه‌بیلیرسڭز
bakabilseler,bu1efo2h||bu1ylsh||lr,باقه‌بیلسه‌لر
bakabilsen,bu1efo2h||bu1ylsh||ko3,باقه‌بیلسه‌ڭ
bakacak,bu1efo2h||xu1fo2,باقه‌جق
bakacağı,bu1efo2h||xu1ao1y,باقه‌جغی
bakacağım,bu1efo2h||xu1ao1m,باقه‌جغم
bakacağız,bu1efo2h||xu1ao1ro1,باقه‌جغز
bakakalmak,bu1efo2h fo2elmfo2,باقه قالمق
bakalorya,bu1efo2elwrye,باقالوریا
bakalım,bu1efo2elm,باقالم
bakamadım,bu1efo2h||mdm,باقه‌مدم
bakamadığımız,bu1efo2h||mdyao1mro1,باقه‌مدیغمز
bakamayız,bu1efo2h||meyro1,باقه‌مایز
bakamaz,bu1efo2h||mero1,باقه‌ماز
bakamazlar,bu1efo2h||mero1lr,باقه‌مازلر
bakamıyor,bu1efo2h||myywr,باقه‌مییور
bakamıyorlar,bu1efo2h||myywrlr,باقه‌مییورلر
bakamıyorum,bu1efo2h||myywrm,باقه‌مییورم
bakamıyoruz,bu1efo2h||myywrro1,باقه‌مییورز
bakan,bu1efo2ebo1,باقان
bakana,bu1efo2ebo1h,باقانه
bakanlar,bu1efo2ebo1lr,باقانلر
bakanlara,bu1efo2ebo1lrh,باقانلره
bakanların,bu1efo2ebo1lrko3,باقانلرڭ
bakanlarından,bu1efo2ebo1lrbo1dbo1,باقانلرندن
bakanlığı'na,bu1efo2ebo1lao1bo1h,باقانلغنه
bakanlığı,bu1efo2ebo1lao1y,باقانلغی
bakanlığına,bu1efo2ebo1lao1bo1h,باقانلغنه
bakanlığınca,bu1efo2ebo1lao1bo1xu1h,باقانلغنجه
bakanı'na,bu1efo2ebo1bo1h,باقاننه
bakanı'nın,bu1efo2ebo1bo1ko3,باقاننڭ
bakanı,bu1efo2ebo1y,باقانی
bakanın,bu1efo2ebo1ko3,باقانڭ
bakanına,bu1efo2ebo1bo1h,باقاننه
bakar,bu1efo2er,باقار
bakar-körlere,bu1efo2er kwrlrh,باقار کورلره
bakar-perestlik,bu1fo2rbu3rsbo2lk,بقرپرستلک
bakar-perestliğinden,bu1fo2rbu3rsbo2lko7bo1dbo1,بقرپرستلگندن
bakar-ı,bu1fo2ru4,بقرِ
bakara'da,bu1fo2rh||dh,بقره‌ده
bakara'daki,bu1fo2rh||dh||ky,بقره‌ده‌کی
bakara'nın,bu1fo2rh||bo1ko3,بقره‌نڭ
bakara,bu1fo2rh,بقره
bakara,bu1fo2rh||,بقره‌
bakarak,bu1efo2h||rfo2,باقه‌رق
bakaranın,bu1fo2rh||bo1ko3,بقره‌نڭ
bakarayı,bu1fo2rh||yy,بقره‌یی
bakardı,bu1efo2erdy,باقاردی
bakardım,bu1efo2erdm,باقاردم
bakari,bu1fo2ry,بقری
bakarken,bu1efo2erkbo1,باقارکن
bakarlar,bu1efo2erlr,باقارلر
bakarlardı,bu1efo2erlrdy,باقارلردی
bakarlarsa,bu1efo2erlrsh,باقارلرسه
bakarperestlik,bu1fo2rbu3rsbo2lk,بقرپرستلک
bakarsa,bu1efo2ersh,باقارسه
bakarsan,bu1efo2ersh||ko3,باقارسه‌ڭ
bakarsın,bu1efo2ersko3,باقارسڭ
bakarsınız,bu1efo2ersko3ro1,باقارسڭز
bakarî,bu1fo2ry,بقری
bakarı,bu1fo2ry,بقری
bakarım,bu1efo2erm,باقارم
bakarın,bu1fo2rko3,بقرڭ
bakarız,bu1efo2erro1,باقارز
bakasınız,bu1efo2h||sko3ro1,باقه‌سڭز
bakaya,bu1fo2eye,بقایا
bakaya,bu1fo2eyh,بقایه
bakayâ,bu1fo2eye,بقایا
bakayım,bu1efo2eym,باقایم
bakdım,bu1efo2dm,باقدم
baki kalmak,bu1efo2y fo2elmfo2,باقی قالمق
baki olmak,bu1efo2y ew,باقی او
baki'de,bu1fo2yadh,بقیعده
baki,bu1efo2,باق
baki,bu1efo2y,باقی
baki,bu1o4efo2y,بَاقی
bakir,bu1ekr,باکر
bakire,bu1ekrh||,باکره‌
bakiye-i,bu1fo2yo8h||u4,بقیّه‌ِ
bakiyesi,bu1fo2yo8h||sy,بقیّه‌سی
bakiyesini,bu1fo2yo8h||sbo1y,بقیّه‌سنی
bakiyye,bu1fo2bu2h,بقيه
bakiyye,bu1fo2yh||,بقیه‌
bakiyye,bu1fo2yo8h,بقیّه
bakiyye-i,bu1fo2yo8h||u4,بقیّه‌ِ
bakiyyesini,bu1fo2yo8h||sbo1y,بقیّه‌سنی
bakiyyeti,bu1fo2yo8bo2y,بقیّتی
baki̇,bu1efo2y,باقی
baki̇,bu1o4efo2y,بَاقی
bakkal,bu1fo2el,بقال
bakkalların,bu1fo2o8ellrko3,بقّاللرڭ
bakkalın,bu1fo2o8elko3,بقّالڭ
bakkam,bu1fo2em,بقام
bakkâl,bu1fo2el,بقال
bakla kırı,bu1fo2lh fo2bu2ry,بقله قيری
bakla kırı,bu1fo2lh fo2yry,بقله قیری
bakla,bu1efo2le,باقلا
bakla,bu1efo2lh,باقله
bakla,bu1efo2lh||,باقله‌
baklava,bu1efo2lewe,باقلاوا
baklavadan,bu1efo2lewedbo1,باقلاوادن
baklavalar,bu1efo2lewelr,باقلاوالر
baklavaları,bu1fo2lwelry,بقلوالری
baklavasını,bu1efo2lewesbo1y,باقلاواسنی
baklaçiçeği,bu1efo2le xu3yxu3ky,باقلا چیچکی
bakliye,bu1fo2lyh,بقلیه
bakliye,bu1fo2lyh||,بقلیه‌
bakma,bu1efo2mh,باقمه
bakmadı,bu1efo2medy,باقمادی
bakmadıkları,bu1efo2medfo2lry,باقمادقلری
bakmadım,bu1efo2medm,باقمادم
bakmadın,bu1efo2medko3,باقمادڭ
bakmadınız,bu1efo2medyko3ro1,باقمادیڭز
bakmadığım,bu1efo2medyao1m,باقمادیغم
bakmadığından,bu1efo2medyao1bo1dbo1,باقمادیغندن
bakmak,bu1efo2mfo2,باقمق
bakmak,bu1fo2mfo2,بقمق
bakmakla,bu1efo2mfo2lh,باقمقله
bakmakta,bu1efo2mfo2dh,باقمقده
bakmaktadır,bu1efo2mfo2dh||dr,باقمقده‌در
bakmaktan,bu1efo2mfo2dbo1,باقمقدن
bakmaktayım,bu1efo2mfo2dh||ym,باقمقده‌یم
bakmaktır,bu1efo2mfo2dr,باقمقدر
bakmaları,bu1efo2mh||lry,باقمه‌لری
bakmalarında,bu1efo2mh||lrbo1dh,باقمه‌لرنده
bakmalarından,bu1efo2mh||lrbo1dbo1,باقمه‌لرندن
bakmalarını,bu1efo2mh||lrybo1y,باقمه‌لرینی
bakmalarının,bu1efo2melrybo1ko3,باقمالرینڭ
bakmalı,bu1efo2mely,باقمالی
bakmalıdır,bu1efo2melydr,باقمالیدر
bakmalısın,bu1efo2melysko3,باقمالیسڭ
bakmalısınız,bu1efo2melysko3ro1,باقمالیسڭز
bakmalıyız,bu1efo2mly||yro1,باقملی‌یز
bakmam,bu1efo2mem,باقمام
bakmamak,bu1efo2memfo2,باقمامق
bakmamak,bu1efo2mh||mfo2,باقمه‌مق
bakmamaktayız,bu1efo2memfo2dh||yro1,باقمامقده‌یز
bakmamaktır,bu1efo2mh||mfo2dr,باقمه‌مقدر
bakmaması,bu1efo2memsy,باقمامسی
bakmamaya,bu1efo2memao1h,باقمامغه
bakmamağa,bu1efo2memao1h,باقمامغه
bakmamıza,bu1efo2memro1h,باقمامزه
bakmamış,bu1efo2memso3,باقمامش
bakmanız,bu1efo2meko3ro1,باقماڭز
bakmanızı,bu1efo2meko3ro1y,باقماڭزی
bakmasam,bu1efo2mesh||m,باقماسه‌م
bakması,bu1efo2mesy,باقماسی
bakmasın,bu1efo2mesybo1,باقماسین
bakmasına,bu1efo2mesbo1h,باقماسنه
bakmasında,bu1efo2mesbo1dh,باقماسنده
bakmasından,bu1efo2mesbo1dbo1,باقماسندن
bakmaya,bu1efo2mao1h,باقمغه
bakmayan,bu1efo2myebo1,باقمیان
bakmayanlar,bu1efo2myebo1lr,باقمیانلر
bakmayanın,bu1efo2myebo1ko3,باقمیانڭ
bakmayarak,bu1efo2myh||rfo2,باقمیه‌رق
bakmayın,bu1efo2meyko3,باقمایڭ
bakmayınız,bu1efo2mh||yko3ro1,باقمه‌یڭز
bakmayıp,bu1efo2mh||ywbu1,باقمه‌یوب
bakmaz,bu1efo2mero1,باقماز
bakmazlar,bu1efo2mero1lr,باقمازلر
bakmazsa,bu1efo2mero1sh,باقمازسه
bakmazsınız,bu1efo2mero1sko3ro1,باقمازسڭز
bakmağa,bu1efo2mao1h,باقمغه
bakmıyacağız,bu1efo2myh||xu1ao1ro1,باقمیه‌جغز
bakmıyor,bu1efo2myywr,باقمییور
bakmıyordum,bu1efo2myywrdm,باقمییوردم
bakmıyorlar,bu1efo2myywrlr,باقمییورلر
bakmıyorsun,bu1efo2myywrsko3,باقمییورسڭ
bakmıyorsunuz,bu1efo2myywrsko3ro1,باقمییورسڭز
bakmıyorum,bu1efo2myywrm,باقمییورم
bakmıyoruz,bu1efo2myywrro1,باقمییورز
bakmış,bu1efo2mso3,باقمش
bakmışlar,bu1efo2mso3lr,باقمشلر
bakmışsınız,bu1efo2mso3sko3ro1,باقمشسڭز
bakmıştık,bu1efo2mso3dfo2,باقمشدق
bakmışım,bu1efo2mso3m,باقمشم
bakmışız,bu1efo2mso3ro1,باقمشز
bakraç,bu1efo2rexu1,باقراج
bakraç,bu1fo2rexu1,بقراج
baksa,bu1efo2sh,باقسه
baksalar,bu1efo2sh||lr,باقسه‌لر
baksan,bu1efo2sh||ko3,باقسه‌ڭ
baksana,bu1efo2sko3e,باقسڭا
baksanız,bu1efo2sh||ko3ro1,باقسه‌ڭز
baksın,bu1efo2sybo1,باقسین
baksınlar,bu1efo2sybo1lr,باقسینلر
bakteri,bu1efo2bo2h<>ry,باقته‌ری
bakteri,bu1efo2bo2h||ry,باقته‌ری
bakteriyolog,bu1efo2bo2h<>ryywlwao1,باقته‌رییولوغ
bakteriyolog,bu1efo2bo2h||ryywlwao1,باقته‌رییولوغ
bakteriyoloji,bu1efo2bo2h<>ryywlwro3y,باقته‌رییولوژی
bakteriyoloji,bu1efo2bo2h||ryywlwro3y,باقته‌رییولوژی
baktı,bu1efo2dy,باقدی
baktık,bu1efo2dfo2,باقدق
baktıkları,bu1efo2dfo2lry,باقدقلری
baktıklarından,bu1efo2dfo2lrbo1dbo1,باقدقلرندن
baktıklarını,bu1efo2dfo2lrybo1y,باقدقلرینی
baktıkça,bu1efo2dfo2xu1h,باقدقجه
baktılar,bu1efo2dylr,باقدیلر
baktım,bu1efo2dm,باقدم
baktın,bu1efo2dko3,باقدڭ
baktınız,bu1efo2dyko3ro1,باقدیڭز
baktır,bu1efo2dyr,باقدیر
baktıra,bu1efo2dyrh,باقدیره
baktırabilir,bu1efo2dyrh||bu1ylyr,باقدیره‌بیلیر
baktıracak,bu1efo2dyrh||xu1fo2,باقدیره‌جق
baktıran,bu1efo2dyrebo1,باقدیران
baktırdı,bu1efo2dyrdy,باقدیردی
baktırmak,bu1efo2dyrmfo2,باقدیرمق
baktırmakla,bu1efo2dyrmfo2lh,باقدیرمقله
baktırmakta,bu1efo2dyrmfo2dh,باقدیرمقده
baktırmaktadır,bu1efo2dyrmfo2dh||dr,باقدیرمقده‌در
baktırmalı,bu1efo2dyrmly,باقدیرملی
baktırmamak,bu1efo2dyrmemfo2,باقدیرمامق
baktırması,bu1efo2dyrmsy,باقدیرمسی
baktırmasıdır,bu1efo2dyrmsydr,باقدیرمسیدر
baktırmayan,bu1efo2dyrmyebo1,باقدیرمیان
baktırmayınız,bu1efo2dyrmeyko3ro1,باقدیرمایڭز
baktırmaz,bu1efo2dyrmero1,باقدیرماز
baktırmağa,bu1efo2dyrmao1h,باقدیرمغه
baktırmıyor,bu1efo2dyrmyywr,باقدیرمییور
baktırmış,bu1efo2dyrmso3,باقدیرمش
baktırsa,bu1efo2dyrsh,باقدیرسه
baktırsın,bu1efo2dyrsybo1,باقدیرسین
baktırılmasın,bu1efo2dyrylmesybo1,باقدیریلماسین
baktırıp,bu1efo2dyrwbu1,باقدیروب
baktırır,bu1efo2dyrr,باقدیرر
baktırıyor,bu1efo2dyryywr,باقدیرییور
baktırıyorlar,bu1efo2dyryywrlr,باقدیرییورلر
baktığı,bu1efo2dyao1y,باقدیغی
baktığım,bu1efo2dyao1m,باقدیغم
baktığıma,bu1efo2dyao1mh,باقدیغمه
baktığımdan,bu1efo2dyao1mdbo1,باقدیغمدن
baktığımı,bu1efo2dyao1my,باقدیغمی
baktığımız,bu1efo2dyao1mro1,باقدیغمز
baktığımızdan,bu1efo2dyao1mro1dbo1,باقدیغمزدن
baktığın,bu1efo2dyao1ko3,باقدیغڭ
baktığına,bu1efo2dyao1bo1h,باقدیغنه
baktığında,bu1efo2dyao1ko3dh,باقدیغڭده
baktığından,bu1efo2dyao1bo1dbo1,باقدیغندن
baktığını,bu1efo2dyao1bo1y,باقدیغنی
baktığınızdan,bu1efo2dyao1ko3ro1dbo1,باقدیغڭزدن
baktığınızı,bu1efo2dyao1ko3ro1y,باقدیغڭزی
bakâyâ,bu1fo2ebu2e,بقايا
bakâyâ,bu1fo2eye,بقایا
bakîdir,bu1efo2ydr,باقیدر
bakü'nün,bu1ekwbo1ko3,باکونڭ
bakıcı,bu1efo2bu2xu1y,باقيجی
bakıcı,bu1efo2yxu1y,باقیجی
bakıcılar,bu1efo2yxu1ylr,باقیجیلر
bakıcılara,bu1efo2yxu1ylrh,باقیجیلره
bakıl,bu1efo2yl,باقیل
bakılabilir,bu1efo2ylh||bu1ylyr,باقیله‌بیلیر
bakılacak,bu1efo2ylh||xu1fo2,باقیله‌جق
bakılacaktı,bu1efo2ylexu1fo2dy,باقیلاجقدی
bakılamaz,bu1efo2ylemero1,باقیلاماز
bakılana,bu1efo2ylebo1h,باقیلانه
bakıldığı,bu1efo2yldyao1y,باقیلدیغی
bakıldığından,bu1efo2yldyao1bo1dbo1,باقیلدیغندن
bakılmadığı,bu1efo2ylmdyao1y,باقیلمدیغی
bakılmadığından,bu1efo2ylmdyao1bo1dbo1,باقیلمدیغندن
bakılmak,bu1efo2ylmfo2,باقیلمق
bakılmakla,bu1efo2ylmfo2lh,باقیلمقله
bakılmaksızın,bu1efo2ylmfo2sro1ko3,باقیلمقسزڭ
bakılmalıdır,bu1efo2ylmelydr,باقیلمالیدر
bakılmamak,bu1efo2ylmemfo2,باقیلمامق
bakılmamış,bu1efo2ylmemso3,باقیلمامش
bakılmasa,bu1efo2ylmesh,باقیلماسه
bakılması,bu1efo2ylmesy,باقیلماسی
bakılmasın,bu1efo2ylmesybo1,باقیلماسین
bakılmayacağını,bu1efo2ylmyh||xu1ao1bo1y,باقیلمیه‌جغنی
bakılmayarak,bu1efo2ylmyh||rfo2,باقیلمیه‌رق
bakılmaz,bu1efo2ylmero1,باقیلماز
bakılmazsa,bu1efo2ylmero1sh,باقیلمازسه
bakılmağa,bu1efo2ylmao1h,باقیلمغه
bakılmıyor,bu1efo2ylmyywr,باقیلمییور
bakılmış,bu1efo2ylmso3,باقیلمش
bakılsa,bu1efo2ylsh,باقیلسه
bakılsın,bu1efo2ylsybo1,باقیلسین
bakılınca,bu1efo2ylbo1xu1h,باقیلنجه
bakılır,bu1efo2ylyr,باقیلیر
bakılırsa,bu1efo2ylyrsh,باقیلیرسه
bakılıyor,bu1efo2ylyywr,باقیلییور
bakım,bu1efo2ym,باقیم
bakımdan,bu1efo2ymdbo1,باقیمدن
bakımından,bu1efo2ymbo1dbo1,باقیمندن
bakın,bu1efo2ko3,باقڭ
bakınca,bu1efo2bo1xu1h,باقنجه
bakınmak,bu1efo2bo1mfo2,باقنمق
bakınız,bu1efo2ko3ro1,باقڭز
bakıp,bu1efo2wbu1,باقوب
bakır tel,bu1efo2rbo2l,باقرتل
bakır,bu1efo2r,باقر
bakır,bu1efo2yr,باقیر
bakırcı,bu1efo2rxu1y,باقرجی
bakırköy,bu1efo2rkwy,باقرکوی
bakırköyü'ne,bu1efo2yrkwybo1h,باقیرکوینه
bakırlar,bu1efo2rlr,باقرلر
bakırları,bu1efo2yrlry,باقیرلری
bakırı,bu1efo2yry,باقیری
bakırın yeşil pası,bu1efo2rk bu2so3l bu3esy,باقرک يشل پاسی
