âbâ,eo6bu1ec
medâr-ı intibah,mo4do4eru4 eu4bo1o0bo2u4bu1o4eho0
medâr-ı ithâm,mo4do4eru4 eu4bo2o0ho4emo0
medâr-ı mes'ûliyet,mo4do4eru4 mo4so0bo5o9wlu4bu2o4bo2o0
medâr-ı müheyyic,mo4do4eru4 mo9ho4bu2u4o8xu1o0
medâr-ı maîşet,mo4do4eru4 mo4abu2so3o4bo2o0
medâr-ı necât,mo4do4eru4 bo1o4xu1o4ebo2o0
medâr-ı nazar,mo4do4eru4 bo1o4to1o4ro0
medâr-ı özür,mo4do4eru4 ao9do1o9ro0
medâr-ı senevî,mo4do4eru4 so4bo1o4wbu2
medâr-ı sohbet,mo4do4eru4 zo9xo0bu1o4bo2o0
medâr-ı sürûr,mo4do4eru4 so9ro9wro0
medâr-ı şeâmet,mo4do4eru4 so3o4eo6mo4bo2o0
medâr-ı şeref,mo4do4eru4 so3o4ro4fo1o0
medâr-ı şükrân,mo4do4eru4 so3o9ko0ro4ebo1o0
medâr-ı şükür,mo4do4eru4 so3o9ko9ro0
medâr-ı teklîf,mo4do4eru4 bo2o4ko0lu4bu2fo1o0
medâr-ı tenevvür,mo4do4eru4 bo2o4bo1o4wo9o8ro0
medâr-ı teselli,mo4do4eru4 bo2o4so4lo8bu2
medâr-ı teveccüh,mo4do4eru4 bo2o4wo4xu1o9o8ho0
medâr-ı taayyüş,mo4do4eru4 bo2o4ao4bu2o9o8so3o0
medâr-ı zuhûr,mo4do4eru4 to1o9ho9wro0
meddâh,mo4do4o8exo0
meded,mo4do4do0
medeniyet-i sefîhe,mo4do4bo1u4bu2o4bo2u4 so4fo1u4bu2ho4h
medh ü senâ,mo4do0xo9 w bo3o4bo1o4e
medhiye,mo4do0xu4bu2o4h
medih,mo4du4xo0
medlûl,mo4do0lo9wlo0
medlûl-ü mecâzî,mo4do0lo9wlo9 mo4xu1o4ero1bu2
medlûl-ü zihnî,mo4do0lo9wlo9 do1u4ho0bo1u4bu2
medar-ı kemâl,mo4do4eru4 ko4mo4elo0
medar-ı kemal,mo4do4eru4 ko4mo4elo0
medyûn,mo4do0bu2o9wbo1o0
medyûn-u şükrân,mo4do0bu2o9wbo1o9 so3o9ko0ro4ebo1o0
mefâhir,mo4fo1o4exo1u4ro0
mefhûm,mo4fo1o0ho9wmo0
mefhûm-u işârî,mo4fo1o0ho9wmo9 eu4so3o4erbu2
mefhûm-u muhĀlif,mo4fo1o0ho9wmo9 mo9xo1o4elu4fo1o0
mefhûm-u muvâfık,mo4fo1o0ho9wmo9 mo9wo4efo1u4fo2o0
mefhûm-u sarîh,mo4fo1o0ho9wmo9 zo4rbu2xo0
meftûn,mo4fo1o0bo2o9wbo1o0
meftûniyet,mo4fo1o0bo2o9wbo1u4bu2o4bo2o0
meftuniyet,mo4fo1o0bo2o9wbo1u4bu2o4bo2o0
mehdî,mo4ho0dbu2
me'haz,mo4eo5o0xo1o4do1o0
mekteb,mo4ko0bo2o4bu1o0
mekteb-i âlî,mo4ko0bo2o4bu1u4 ao4elu4bu2
mektub-u rabbânî,mo4ko0bo2o9wbu1o9 ro4bu1o4o8ebo1bu2
melâike,mo4lo4ebo5u4ko4h
melce',mo4lo0xu1o4eo5o0
meleke,mo4lo4ko4h
meleke-i ameliye,mo4lo4ko4u4 ao4mo4lu4bu2o4h
melek-i müekkel,mo4lo4ku4 mo9wo5o4ko4o8lo0
melek-i sıyânet,mo4lo4ku4 zu4bu2o4ebo1o4bo2o0
melekiyet,mo4lo4ku4bu2o4bo2o0
melfûf,mo4lo0fo1o9wfo1o0
melhûz,mo4lo0xo9wto1o0
memâlîk,mo4mo4elbu2ko0
memât,mo4mo4ebo2o0
memdûh,mo4mo0do9wxo0
memlûk,mo4mo0lo9wko0
memnû',mo4mo0bo1o9wao0
me'mûl,mo4eo5o0mo9wlo0
me'murin-i ilâhiye,mo4eo5o0mo9wru4bu2bo1u4 eu4lo6hu4bu2o4h
men',mo4bo1o0ao0
mence',mo4bo1o0xu1o4eo5o0
menfâ,mo4bo1o0fo1o4e
menfez,mo4bo1o0fo1o4do1o0
menfî,mo4bo1o0fo1bu2
menfî,mo4bo1o0fo1bu2
menfi milliyet,mo4bo1o0fo1u4bu2 mu4lu4o8bu2o4bo2o0
menfûr,mo4bo1o0fo1o9wro0
menfaatperest,mo4bo1o0fo1o4ao4bo2o0bu3o4ro4so0bo2o0
menhûs,mo4bo1o0xo9wso0
mennân,mo4bo1o4o8ebo1o0
mensûb,mo4bo1o0so9wbu1o0
mensûbiyet,mo4bo1o0swo9bu1u4bu2o4bo2o0
mensûcât,mo4bo1o0swo9xu1o4ebo2o0
mensûcât-ı amel,mo4bo1o0so9wxu1o4ebo2u4 ao4mo4lo0
menşe',mo4bo1o0so3o4eo5o0
menşe'-i hayât,mo4bo1o0so3o4u4 xo4bu2o4ebo2o0
menşe'-i aslî,mo4bo1o0so3o4eo5u4 eo4zo0lbu2
me'nûs,mo4eo5o0bo1o9wso0
menzil,mo4bo1o0ro1u4lo0
menzil-i kamer,mo4bo1o0ro1u4lu4 fo2o4mo4ro0
menzil-i saadet,mo4bo1o0ro1u4lu4 so4ao4edo4bo2o0
merâyâ,mo4ro4ebu2o4e
merci',mo4ro0xu1u4ao0
merci',mo4ro0xu1u4ao0
merciiyet,mo4ro0xu1u4au4bu2o4bo2o0
merdâne,mo4ro0do4ebo1o4h
merhûm,mo4ro0xo9wmo0
merhûm,mo4ro0xo9wmo0
merhameten,mo4ro0xo4mo4bo2eo44
merkeziyet,mo4ro0ko4ro1u4bu2o4bo2o0
mersiye,mo4ro0bo3u4bu2o4h
mertebe-i ismet,mo4ro0bo2o4bu1o4u4 au4zo0mo4bo2o0
mertebe-i letâfet,mo4ro0bo2o4bu1o4u4 lo4to4efo1o4bo2o0
mertebe-i velâyet,mo4ro0bo2o4bu1o4u4 wo4lo4ebu2o4bo2o0
mesâil-i müteferrika,mo4so4ebo5u4lu4 mo9bo2o4fo1o4ru4o8fo2o4h
mescid-i kebîr,mo4so0xu1u4du4 ko4bu1bu2ro0
mescid-i kebîr-i âlem,mo4so0xu1u4du4 ko4bu1u4bu2ru4 ao4elo4mo0
mescid-i seyyâr,mo4so0xu1u4du4 so4bu2o4o8ero4
mesel,mo4bo3o4lo0
mes'ele-i imâmet,mo4so0bo5o4lo4u4 eu4mo4emo4bo2o0
meserret,mo4so4ro4o8bo2o0
mesh,mo4so0xo1o0
mesîre,mo4sbu2o4rh
mesken,mo4so0ko4bo1o0
meslek,mo4so0lo4ko0
meslek-i uhuvvet,mo4so0lo4ku4 eo9xo1o9wo4o8bo2o0
mesrûr,mo4so0ro9wro0
mest,mo4so0bo2o0
mestûr,mo4so0bo2o9wro0
mes'ûl,mo4so0bo5o9wlo0
mes'ûliyet,mo4so0bo5o9wlu4bu2o4bo2o0
mesail-i dakika,mo4so4ebo5u4lu4 do4fo2u4bu2fo2o4h
meşgale,mo4so3o0ao1o4lo4h
meşher,mo4so3o0ho4ro0
meşher-i a'zam,mo4so3o0ho4ru4 eo4ao0to1o4mo0
meşîhat,mo4so3bu2xo1o4bo2o0
meşîhat-ı islâmiye,mo4so3bu2xo1o4bo2u4 eu4so0lo4emu4bu2o4h
meşkûk,mo4so3o0ko9wko0
meşreb,mo4so3o0ro4bu1o0
meşreb,mo4so3o0ro4bu1o0
meşreben,mo4so3o0ro4bu1o44e
meşreb-i aşk,mo4so3o0ro4bu1u4 ao4so3o0fo2o0
meşrû',mo4so3o0ro9wao0
meşrût,mo4so3o0ro9wto0
meşru',mo4so3o0ro9wao0
meş'ûm,mo4so3o0bo5o9wmo0
meşveret,mo4so3o0wo4ro4bo2o0
meşakkat,mo4so3o4fo2o4o8bo2o0
metânet,mo4bo2o4ebo1o4bo2o0
metbû',mo4bo2o0bu1o9wao0
metîn,mo4bo2bu2bo1o0
meta',mo4bo2o4eao0
mevcûd,mo4wo0xu1o9wdo0
mevcûdât,mo4wo0xu1o9wdo4ebo2o0
mevcûdât-ı cismâniye,mo4wo0xu1o9wdo4ebo2u4 xu1u4so0mo4ebo1u4bu2o4h
mevcûdât-ı hĀriciye,mo4wo0xu1o9wdo4ebo2u4 xo1o4eru4xu1u4bu2o4h
mevcûdât-ı ilmiye,mo4wo0xu1o9wdo4ebo2u4 au4lo0mu4bu2o4h
mevcûdiyet,mo4wo0xu1o9wdu4bu2o4bo2o0
mevcûd-u hâricî,mo4wo0xu1o9wdo9 xo1o4eru4xu1bu2
mevcud,mo4wo0xu1o9wdo0
mevcudât-ı seyyare,mo4wo0xu1o9wdo4ebo2u4 so4bu2o4o8ero4h
mevcudât-ı süfliye,mo4wo0xu1o9wdo4ebo2u4 so9fo1o0lu4bu2o4h
mevcud-u hâricî,mo4wo0xu1o9wdu4 xo1o4eru4xu1u4bu2
mevhibe-i ilâhiye,mo4wo0hu4bu1o4u4 eu4lhu4bu2o4h
mevhûm,mo4wo0ho9wmo0
mevhûm,mo4wo0ho9wmo0
mevhûm,mo4wo0ho9wmo0
mevkıf,mo4wo0fo2u4fo1o0
mevki',mo4wo0fo2u4ao0
mevsûf,mo4wo0zo9wfo1o0
mevsûk,mo4wo0bo3o9wfo2o0
mevt,mo4wo0bo2o0
mevt-i dünya,mo4wo0bo2u4 do9bo1o0bu2o4e
mevt-i zâhirî,mo4wo0bo2u4 to1o4ehu4rbu2
mevt-i zekât,mo4wo0bo2u4 ro1o4ko4ebo2o0
mevzû',mo4wo0zo1o9wao0
mevzŪ',mo4wo0zo1o9wao0
mevzûât,mo4wo0zo1o9wao4ebo2o0
mevzûn,mo4wo0ro1o9wbo1o0
meal-i icmalî,mo4eo6lu4 eu4xu1o0mo4elu4bu2
meydân-ı haşir,mo4bu2o0do4ebo1u4 xo4so3o0ro0
meydân-ı müdâfaa,mo4bu2o0do4ebo1u4 mo9do4efo1o4ao4h
meydân-ı zuhûr,mo4bu2o0do4ebo1u4 to1o9ho9wro0
meyl-i tekemmül,mo4bu2o0lu4 bo2o4ko4mo9o8lo0
meymenet,mo4bu2o0mo4bo1o4bo2o0
me'yûs,mo4eo5o0bu2o9wso0
me'yûsiyet,mo4eo5o0bu2o9wsu4bu2o4bo2o0
meyvedâr,mo4bu2o0wo4h do4ero0
meyyâl,mo4bu2o4o8elo0
meyyit,mo4bu2u4o8bo2o0
meyyite,mo4bu2u4o8bo2o4h
mezâlim,mo4to1o4elu4mo0
mezbele,mo4ro1o0bu1o4lo4h
mezc,mo4ro1o0xu1o0
mezheb-i selef,mo4do1o0ho4bu1u4 so4lo4fo1o0
meziyet,mo4ro1u4bu2o4bo2o0
meziyet,mo4ro1u4bu2o4bo2o0
mezkûr,mo4do1o0ko9wro0
mezraa,mo4ro1o0ro4ao4h
mezraa-i âhiret,mo4ro1o0ro4ao4h
mezraa-i dünyâ,mo4ro1o0ro4ao4u4 do9bo1o0bu2o4e
mezraa-i dünya,mo4ro1o0ro4ao4u4 do9bo1o0bu2o4e
mezraa-i masnûât,mo4ro1o0ro4ao4u4 mo4zo0bo1o9wao4ebo2o0
mezraa-i semâviye,mo4ro1o0ro4ao4u4 so4mo4ewu4bu2o4h
me'zûn,mo4eo0do1o9wbo1o0
mezûniyet,mo4eo5o0do1o9wbo1u4bu2o4bo2o0
mıh,mbu2xo1o0
midevî,mu4ao0do4h wbu2
miftâh,mu4fo1o0bo2o4exo0
mihenk,mu4ho4bo1o0ko0
mihmândâr-ı kerîm,mu4ho0mo4ebo1o0do4eru4 ko4ru4bu2mo0
mihnet,mu4xo0bo1o4bo2o0
mihver,mu4xo0wo4ro0
mikyâs,mu4fo2o0bu2o4eso0
mikyâs-ı ma'rifet,mu4fo2o0bu2o4esu4 mo4ao0ru4fo1o4bo2o0
milel,mu4lo4lo0
milliyetperver,mu4lu4o8bu2o4bo2o0bu3o4ro0wo4ro0
minber,mu4bo1o0bu1o4ro0
minnet,mu4bo1o4o8bo2o0
minvâl,mu4bo1o0wo4elo0
mi'râc,mu4ao0ro4e xu1o0
mi'râciye,mu4ao0ro4exu1u4bu2o4h
mi'râç,mu4ao0ro4exu1o0
mir'ât,mu4ro0eo6bo2o0
mir'ât-ı ma'rifet,mu4ro0ebo2u4 mo4ao0ru4fo1o4bo2o0
mir'ât-ı rûh,mu4ro0eo6bo2u4 ro9wxo0
mir'ât-ı rahmet-i âlem,mu4ro0ebo2u4 ro4xo0mo4bo2u4 ao4elo4mo0
mîrî,mbu2rbu2
misâl,mu4bo3o4elo0
misâl,mu4bo3o4elo0
misâlî,mu4bo3o4elbu2
misâl-i enseb,mu4bo3o4elu4 eo4bo1o0so4bu1o0
misâl-i musağğar,mu4bo3o4elu4 mo9zo4ao1o4o8ro0
misâl-i rahmet-i âlem,mu4bo3o4elu4 ro4xo0mo4bo2u4 ao4elo4mo0
misbâh,mu4zo0bu1o4exo0
misil,mu4bo3u4lo0
miskin,mu4so0kbu2bo1o0
miskîn,mu4so0kbu2bo1o0
misliyet,mu4bo3o0lu4bu2o4bo2o0
mistĀr,mu4so0to4ro0
mizâç,mu4ro1o4exu1o0
mîzân,mbu2ro1o4ebo1o0
mîzân-ı kazâ,mbu2ro1o4ebo1u4 fo2o4zo1o4e
mîzân-ı mahsûs,mbu2ro1o4ebo1u4 mo4xo1o0zo9wzo0
mîzân-ı a'zam-ı adâlet,mbu2ro1o4ebo1u4 eo4ao0to1o4mu4 ao4do4elo4bo2o0
mûcib,mo9wxu1u4bu1o0
mûcib-i cezâ,mo9wxu1u4bu1u4 xu1o4ro1o4e
mûcib-i istikrâh,mo9wxu1u4bu1u4 eu4so0bo2u4ko0ro4eho0
mûcib-i muâheze,mo9wxu1u4bu1u4 mo9wo5o4exo1o4do1o4h
mûcid,mo9wxu1u4do0
mûcid-i hakiki,mo9wxu1u4du4 xo4fo2u4bu2fo2u4bu2
mûcid-i küll-i mevcûd,mo9wxu1u4du4 ko9lu4o8 mo4wo0xu1o9wdo0
mûnis,mo9wbo1u4so0
mübâdele,mo9bu1o4edo4lo4h
mübâhât,mo9bu1o4eho4ebo2o0
mübâhase,mo9bu1o4exo4bo3o4h
mübâlağa,mo9bu1o4elo4ao1o4h
mübârek,mo9bu1o4ero4ko0
mübâreze,mo9bu1o4ero4ro1o4h
mübâreze,mo9bu1o4ero4ro1o4h
mübâşeret,mo9bu1o4eso3o4ro4bo2o0
mübâşeret-i cüz'iye,mo9bu1o4eso3o4ro4bo2u4 xu1o9ro1o0bo5u4bu2o4h
mübâşir,mo9bu1o4eso3u4ro0
mübâyenet,mo9bu1o4ebu2o4bo1o4bo2o0
mübelliğ,mo9bu1o4lu4o8ao1o0
müberrâ,mo9bu1o4ro4o8e
mübeyyiz,mo9bu1o4bu2u4o8zo1o0
mübezzir,mo9bu1o4do1u4o8ro0
mübhem,mo9bu1o0ho4mo0
mübayenet,mo9bu1o4ebu2o4bo1o4bo2o0
mübayenet-i mahiyet,mo9bu1o4ebu2o4bo1o4bo2u4 mo4ehu4bu2o4bo2o0
mücâhid,mo9xu1o4ehu4do0
mücâzât,mo9xu1o4ero1o4ebo2o0
mücedded,mo9xu1o4do4o8do0
müceddid,mo9xu1o4du4o8do0
mücehhez,mo9xu1o4ho4o8ro1o0
mücellâ,mo9xu1o4lo4o8e
mücellede,mo9xu1o4lo4o8do4h
mücerreb,mo9xu1o4ro4o8bu1o0
mücerred,mo9xu1o4ro4o8do0
mücessem,mo9xu1o4so4o8mo0
mücmel,mo9xu1o0mo4lo0
mücmelen,mo9xu1o0mo4leo44
mücrim,mo9xu1o0ru4mo0
müctehid,mo9xu1o0bo2o4hu4do0
müdâfi',mo9do4efo1u4ao0
müdâfaa,mo9do4efo1o4ao4h
müdâfaanâme,mo9do4efo1o4ao4h bo1o4emo4h
müdâhale,mo9do4exo1o4lo4h
müddehar,mo9do4o8xo1o4ro0
müddeî,mo9do4o8abu2
müdebbir,mo9do4bu1u4o8ro0
müdebbir-i hakîm,mo9do4bu1u4o8ru4 xo4kbu2mo0
müdellel,mo9do4lo4o8lo0
müderris,mo9do4ru4o8so0
müdakkik,mo9do4fo2u4o8fo2o0
müeccel,mo9wo5o4xu1o4o8lo0
müekkel,mo9wo5o4ko4o8lo0
müellefât,mo9wo5o4lo4o8fo1o4ebo2o0
müellif,mo9wo5o4lu4o8fo1o0
müennes,mo9wo5o4bo1o4o8bo3o0
müesses,mo9wo5o4so4o8so0
müessir,mo9wo5o4bo3u4o8ro0
müessir,mo9wo5o4bo3u4o8ro0
müessir-i hakîki,mo9wo5o4bo3u4o8ru4 xo4fo2u4bu2fo2u4bu2
müessis,mo9wo5o4su4o8so0
müeyyid,mo9wo5o4bu2u4o8do0
müezzin-i a'zam,mo9wo5o4do1u4o8bo1u4 eo4ao0to1o4mo0
müferrah,mo9fo1o4ro4o8xo0
müfessir,mo9fo1o4su4o8ro0
müfessir,mo9fo1o4su4o8ro0
müfettiş,mo9fo1o4bo2u4o8so3o0
müflis,mo9fo1o0lu4so0
müfrit,mo9fo1o0ru4to0
müfsid,mo9fo1o0su4do0
müftehir,mo9fo1o0bo2o4xo1u4ro0
müfterî,mo9fo1o0bo2o4rbu2
mühefhef,mo9ho4fo1o0ho4fo1o0
müheyyâ,mo9ho4bu2o4o8e
mühezzeb,mo9ho4do1o4o8bu1o0
mühîb,mo9hbu2bu1o0
mühmel,mo9ho0mo4lo0
mühmel,mo9ho0mo4lo0
mühtedî,mo9ho0bo2o4dbu2
mükâleme,mo9ko4elo4mo4h
mükebbir,mo9ko4bu1u4o8ro0
mükedder,mo9ko4do4o8ro0
mükellef,mo9ko4lo4o8fo1o0
mükellefîn,mo9ko4lo4o8fo1u4bu2bo1o0
mükerrem,mo9ko4ro4o8mo0
mükerrer,mo9ko4ro4o8ro0
mükerreren,mo9ko4ro4o8ro44e
mükrim,mo9ko0ru4mo0
mülâhaza,mo9lo4exo4to1o4h
mülâkĀt,mo9lo4efo2o4ebo2o0
mülâkî,mo9lo4efo2bu2
mülâzım,mo9lo4ero1u4mo0
mülevven,mo9lo4wo4o8bo1o0
mülevves,mo9lo4wo4o8bo3o0
mülhem,mo9lo0ho4mo0
mülhid,mo9lo0xu4do0
mülk,mo9lo0ko0
mülkiye,mo9lo0ku4bu2o4h
mülk-ü ten,mo9lo0ko9 bo2o4bo1o0
mültebis,mo9lo0bo2o4bu1u4so0
mülzem,mo9lo0ro1o4mo0
mümânaât,mo9mo4ebo1o4ao4ebo2o0
mümânaat,mo9mo4ebo1o4ao4bo2o0
mümâsil,mo9mo4esu4lo0
mümessil,mo9mo4bo3u4o8lo0
mü'min,mo9wo5o0mu4bo1o0
mümtâz,mo9mo0bo2o4ero1o0
mümteni',mo9mo0bo2o4bo1u4ao0
mümtezic,mo9mo0bo2o4ro1u4xu1o0
münâcât,mo9bo1o4exu1o4ebo2o0
münâfık,mo9bo1o4efo1u4fo2o0
münâkaşa,mo9bo1o4efo2o4so3o4h
münâsebet,mo9bo1o4eso4bu1o4bo2o0
münâvebe,mo9bo1o4ewo4bu1o4h
münâzara,mo9bo1o4eto1o4ro4h
münâzaa,mo9bo1o4ero1o4ao4h
münbasit,mo9bo1o0bu1o4su4to0
müncemid,mo9bo1o0xu1o4mu4do0
müncemid heves,mo9bo1o4o0xu1o4mu4o8do0 ho4wo4so0
müncer,mo9bo1o0xu1o4ro0
müncezib,mo9bo1o0xu1o4do1u4bu1o0
mündemic,mo9bo1o0do4mu4xu1o0
münderic,mo9bo1o0do4ru4xu1o0
müneccim,mo9bo1o4xu1u4o8mo0
münekkid,mo9bo1o4fo2u4o8do0
münevver,mo9bo1o4wo4o8ro0
münevvim,mo9bo1o4wu4o8mo0
münevvir,mo9bo1o4wu4o8ro0
münezzeh,mo9bo1o4ro1o4o8ho0
münferid,mo9bo1o0fo1o4ru4do0
münfail,mo9bo1o0fo1o4au4lo0
münhasır,mo9bo1o0xo4zu4ro0
münhasıran,mo9bo1o0xo4zu4ro44e
münhasif,mo9bo1o0xo1o4su4fo1o0
münkir,mo9bo1o0ku4ro0
münkasım,mo9bo1o0fo2o4su4mo0
müntehâ,mo9bo1o0bo2o4ho4e
müntehâ-yı te'lîf,mo9bo1o0bo2o4ho4ebu2u4 bo2o4eo5o0lu4bu2fo1o0
müntehab,mo9bo1o0bo2o4xo1o4bu1o0
münteşir,mo9bo1o0bo2o4so3u4ro0
mün'adim,mo9bo1o0ao4du4mo0
münakkaş,mo9bo1o4fo2o4o8so3o0
münzevî,mo9bo1o0ro1o4wbu2
mürâcaat,mo9ro4exu1o4ao4bo2o0
mürebbî,mo9ro4bu1o8bu2
müreccih,mo9ro4xu1u4o8xo0
müreccah,mo9ro4xu1o4o8xo0
mürefref,mo9ro4fo1o0ro4fo1o0
mürekkeb,mo9ro4ko4o8bu1o0
müretteb,mo9ro4bo2o4o8bu1o0
mürid,mo9ru4bu2do0
mürîd,mo9rbu2do0
mürşid,mo9ro0so3u4do0
mürşid-i ekber,mo9ro0so3u4du4 eo4ko0bu1o4ro0
mürşid-i ekmel,mo9ro0so3u4du4 eo4ko0mo4lo0
mürşid-i kâmil,mo9ro0so3u4du4 ko4emu4lo0
mürşid-i mutlak,mo9ro0so3u4du4 mo9to0lo4fo2o0
mürşid-i rabbanî,mo9ro0so3u4du4 ro4bu1o4o8ebo1bu2
mürted,mo9ro0bo2o4do0
mürtezık,mo9rbo2o4ro1u4fo2o0
mürûr,mo9ro9wro0
mürûr-u a'sâr,mo9ro9wro9 eo4ao0zo4ero0
mürûr-u zaman,mo9ro9wru4 ro1o4mo4ebo1o0
mürüvvet,mo9ro9wo4o8bo2o0
müsâbaka,mo9so4ebu1o4fo2o4h
müsâdeme,mo9zo4edo4mo4h
müsâdere,mo9zo4edo4ro4h
müsâvât,mo9so4ewo4ebo2o0
müsâvât-ı mutlaka,mo9so4ewo4ebo2u4 mo9to0lo4fo2o4h
müsâvî,mo9so4ewbu2
müsbet,mo9bo3o0bu1o4bo2o0
müsbit,mo9bo3o0bu1u4bo2o0
müsebbeb,mo9so4bu1o4o8bu1o0
müsebbih,mo9so4bu1u4o8xo0
müsekkin,mo9so4ku4o8bo1o0
müsellem,mo9so4lo4o8mo0
müsellah,mo9so4lo4o8xo0
müselsel,mo9so4lo0so4lo0
müsemmâ,mo9so4mo4o8e
müsemmâ-yı akdes,mo9so4mo4o8ebu2u4 eo4fo2o0do4so0
müsemmâ-yı zülcelâl,mo9so4mo4o8ebu2u4 do1o9welo0xu1o4lo4elo0
müsevvid,mo9so4wu4o8do0
müsin,mo9su4bo1o0
müsinn,mo9su4bo1o8
müskit,mo9so0ku4bo2o0
müslim,mo9so0lu4mo0
müsmir,mo9bo3o0mu4ro0
müsrif,mo9so0ru4fo1o0
müsteâr,mo9so0bo2o4ao4ero0
müstebid,mo9so0bo2o4bu1u4do0
müsteid,mo9so0bo2o4au4do0
müstekreh,mo9so0bo2o4ko0ro4ho0
müstelzim,mo9so0bo2o4lo0ro1u4mo0
müstemid,mo9so0bo2o4mu4do0
müstemir,mo9so0bo2o4mu4ro0
müstemleke,mo9so0bo2o4mo0lo4ko4h
müstenid,mo9so0bo2o4bo1u4do0
müsteniden,mo9so0bo2o4bo1u4do44e
müstensih,mo9so0bo2o4bo1o0su4xo1o0
müstesnâ,mo9so0bo2o4bo3o0bo1o4e
müstevlî,mo9so0bo2o4wo0lbu2
müsta'cel,mo9so0bo2o4ao0xu1o4lo0
müstağnî,mo9so0bo2o4ao1o0bo1bu2
müstağrak,mo9so0bo2o4ao1o0ro4fo2o0
müstahrec,mo9so0bo2o4xo1o0ro4xu1o0
müstahsen,mo9so0bo2o4xo0so4bo1o0
müstahsil,mo9so0bo2o4xo0zu4lo0
müstaid,mo9so0bo2o4au4do0
müstakbel,mo9so0bo2o4fo2o0bu1o4lo0
müstakil,mo9so0bo2o4fo2u4lo0
müstakîm,mo9so0bo2o4fo2bu2mo0
müsta'mel,mo9so0bo2o4ao0mo4lo0
müstantık,mo9so0bo2o4bo1o0tu4fo2o0
müsvedde,mo9so0wo4do4o8h
müşâbehet,mo9so3o4ebu1o4ho4bo2o0
müşâbih,mo9so3o4ebu1u4ho0
müşâhede,mo9so3o4eho4do4h
müşâvere,mo9so3o4ewo4ro4h
müşedded,mo9so3o4do4o8do0
müşerref,mo9so3o4ro4o8fo1o0
müşevveş,mo9so3o4wo4o8so3o0
müşevveşiyet,mo9so3o4wo4o8so3u4bu2o4bo2o0
müşevvik,mo9so3o4wu4o8fo2o0
müşfik,mo9so3o0fo1u4fo2o0
müşîr,mo9so3bu2ro0
müşkil,mo9so3o0ku4lo0
müşrik,mo9so3o0ru4ko0
müştâk,mo9so3o0bo2o4efo2o0
müşteki,mo9so3o0bo2o4ku4bu2
müşterek,mo9so3o0bo2o4ro4ko0
müşterî,mo9so3o0bo2o4rbu2
müştak,mo9so3o0bo2o4fo2o0
müşahhas,mo9so3o4xo1o4o8zo0
mütâlaa,mo9to4elo4ao4h
mütâreke,mo9bo2o4ero4ko4h
müteâl,mo9bo2o4ao4elo0
mütebâkî,mo9bo2o4bu1o4efo2bu2
mütebeddil,mo9bo2o4bu1o4du4o8lo0
mütebessim,mo9bo2o4bu1o4su4o8mo0
mütebahhir,mo9bo2o4bu1o4xu4o8ro0
mütecâviz,mo9bo2o4xu1o4ewu4ro1o0
müteceddid,mo9bo2o4xu1o4du4o8do0
mütecessid,mo9bo2o4xu1o4su4o8do0
mütecessid riyâ,mo9bo2o4xu1o4su4o8do0 ru4bu2o4e
mütecessis,mo9bo2o4xu1o4su4o8so0
mütedâvil,mo9bo2o4do4ewu4lo0
mütederric,mo9bo2o4do4ru4o8xu1o0
mütedeyyin,mo9bo2o4do4bu2u4o8bo1o0
müteellim,mo9bo2o4eo5o4lu4o8mo0
müteessif,mo9bo2o4eo5o4su4o8fo1o0
müteessir,mo9bo2o4eo5o4bo3u4o8ro0
müteessir,mo9bo2o4eo5o4bo3u4o8ro0
mütefekkir,mo9bo2o4fo1o4ku4o8ro0
mütefelsif,mo9bo2o4fo1o4lo0su4fo1o0
mütefennin,mo9bo2o4fo1o4bo1u4o8bo1o0
müteferrik,mo9bo2o4fo1o4ru4o8fo2o0
mütegallib,mo9bo2o4ao1o4lu4o8bu1o0
mütegayyir,mo9bo2o4ao1o4bu2u4o8ro0
mütehaccir,mo9bo2o4xo4xu1u4o8ro0
mütehakkim,mo9bo2o4xo4ku4o8mo0
müteharrik,mo9bo2o4xo4ru4o8ko0
mütehassıl,mo9bo2o4xo4zu4o8lo0
mütehassıs,mo9bo2o4xo1o4zu4o8zo0
mütehavvil,mo9bo2o4xo4wu4o8lo0
mütehayyir,mo9bo2o4xo4bu2u4o8ro0
mütekebbir,mo9bo2o4ko4bu1u4o8ro0
mütekellim,mo9bo2o4ko4lu4o8mo0
mütekellim-i ezelî,mo9bo2o4ko4lu4o8mu4 eo4ro1o4lbu2
mütekellim-i maalgayr,mo9bo2o4ko4lu4o8mu4 mo4ao4  elo0ao1o4bu2o0ro0
mütekellim-i vahde,mo9bo2o4ko4lu4o8mu4 wo4xdo4h
mütekellim-i alîm,mo9bo2o4ko4lu4o8mu4 ao4lbu2mo0
mütekellimîn,mo9bo2o4ko4lu4o8mbu2bo1o0
mütekerrir,mo9bo2o4ko4ru4o8ro0
mütelezziz,mo9bo2o4lo4do1u4o8do1o0
mütemâdî,mo9bo2o4mo4edbu2
mütemâdiyen,mo9bo2o4mo4edu4bu2o44e
mütemerrid,mo9bo2o4mo4ru4o8do0
mütemessil,mo9bo2o4mo4bo3u4o8lo0
mütenâkız,mo9bo2o4bo1o4efo2u4zo1o0
mütenebbih,mo9bo2o4bo1o4bu1u4o8ho0
mütenevvi',mo9bo2o4bo1o4wu4o8ao0
müterâkim,mo9bo2o4ro4eku4mo0
mütereddid,mo9bo2o4ro4du4o8do0
