abes,abu1bo3
âdilanesiyle,aedlebo1h||sylh
âdilcevaz'lı,aedlxu1wero1ly
âdilden,aedldbo1
âdildir,aedldr
adildir,adldr
âdildirler,aedldrlr
âdile,aedlh
âdile-i,aedlh||'u4
âdilenin,aedlh||bo1ko3
âdilenizde,aedlh||ko3ro1dh
âdilenizden,aedlh||ko3ro1dbo1
âdilenize,aedlh||ko3ro1h
âdilenizin,aedlh||ko3ro1ko3
âdilesinde,aedlh||sbo1dh
âdileşir,aedylso3yr
âdileşirse,aedylso3yrsh
âdileşmiş,aedylso3mso3
âdileşti,aedylso3dy
âdileştirilmek,aedylso3dyrylmk
âdileştirir,aedylso3dyrr
âdileştiriyor,aedylso3dyryywr
âdileştiriyorlar,aedylso3dyryywrlr
âdileştirmek,aedylso3dyrmk
âdileştirmekle,aedylso3dyrmklh
âdileye,aedlh||yh
âdileyi,aedlh||yy
âdili,aedly
âdilin,aedlko3
âdiliyet,aedlybo2
âdiliyetin,aedlybo2ko3
adilli,adlly
âdiyat,aedyebo2
âdiyata,aedyebo2h
âdiye,aedyh
âdiye-i,aedyh||'u4
âdiyede,aedyh||dh
âdiyenin,aedyh||bo1ko3
âdiyesinde,aedyh||sbo1dh
âdiyeyi,aedyh||yy
adiyy,adyo8
adl,adl
adl'in,adlko3
adl-i,adlu4
adlandırılmaktadır,eo6dlebo1dyrlmfo2dh||dr
adlde,adldh
adldir,adldr
adlı,eo6dly
adlî,adly
adlînin,adlybo1ko3
adlîye,adly||yh
adli,adly
adlin,adlko3
adlinde,adlbo1dh
adlini,adlbo1y
adliye,adlyh
adliyece,adlyh||xu1h
adliyeci,adlyh||xu1y
adliyeciler,adlyh||xu1ylr
adliyecileri,adlyh||xu1ylry
adliyede,adlyh||dh
adliyedeki,adlyh||dh||ky
adliyeden,adlyh||dbo1
adliyedir,adlyh||dr
adliyeler,adlyh||lr
adliyelere,adlyh||lrh
adliyeleri,adlyh||lry
adliyelerin,adlyh||lrko3
adliyelerine,adlyh||lrybo1h
adliyelerini,adlyh||lrybo1y
adliyelerinin,adlyh||lrybo1ko3
adliyeleriniz,adlyh||lryko3ro1
adliyelik,adlyh||lk
adliyenin,adlyh||bo1ko3
adliyesi,adlyh||sy
# adliyesi'nden,adlyh||sbo1dbo1
adliyesinde,adlyh||sbo1dh
adliyesine,adlyh||sbo1h
adliyesini,adlyh||sbo1y
adliyesinin,adlyh||sbo1ko3
adliyesiyle,adlyh||sylh
adliyeye,adlyh||yh
adliyeyi,adlyh||yy
adn'in,adbo1ko3
adnan,adbo1ebo1
adres,eo6drs
adresi,eo6drsy
adresim,eo6drsm
adresime,eo6drsmh
adresini,eo6drsbo1y
adresinizi,eo6drsko3ro1y
adresiyle,eo6drsylh
adreslerine,eo6drslrybo1h
adreslerini,eo6drslrybo1y
adresleriyle,eo6drslrylh
adress,eo6drs
adüvv-i,adwo8u4o8
adüvv-ü,adwo8u4o8
adüvv-üd,adwo8 el
adüvvü,ado9wo8y
af,afo1w
afâhu,aefo1eh
âfâhu,aefo1eh
âfâk,eo6fo1efo2
âfak-ı,eo6fo1efo2u4
âfâk-ı,eo6fo1efo2u4
âfâka,eo6fo1efo2h
âfâkı,eo6fo1efo2y
âfâkın,eo6fo1efo2ko3
âfâkında,eo6fo1efo2bo1dh
âfâkından,eo6fo1efo2bo1dbo1
âfâkıye,eo6fo1efo2yh
âfâkî,eo6fo1efo2y
âfâkîdir,eo6fo1efo2ydr
âfâkiye,eo6fo1efo2yh
âfâkiyeye,eo6fo1efo2yh||yh
âfâkta,eo6fo1efo2dh
âfâktan,eo6fo1efo2dbo1
afaq,eo6fo1efo2
afat,eo6fo1ebo2
âfat,eo6fo1ebo2
âfât,eo6fo1ebo2
âfât-ı,eo6fo1ebo2u4
âfâta,eo6fo1ebo2h
afatdan,eo6fo1ebo2dbo1
âfâtı,eo6fo1ebo2y
âfâtın,eo6fo1ebo2ko3
âfatından,eo6fo1ebo2bo1dbo1
âfâtlar,eo6fo1ebo2lr
âfattan,eo6fo1ebo2dbo1
âfâttan,eo6fo1ebo2dbo1
âferin,eo6fo1rybo1
âferinini,eo6fo1rybo1ko3y
âfet,eo6fo1bo2
âfeti,eo6fo1bo2y
âfetin,eo6fo1bo2ko3
âfetinin,eo6fo1bo2bo1ko3
âfetler,eo6fo1bo2lr
âfetlerden,eo6fo1bo2lrdbo1
âfetlerin,eo6fo1bo2lrko3
âfetli,eo6fo1bo2ly
âfetten,eo6fo1bo2dbo1
aff-ı,afo1wu4
affan'a,afo1o8ebo1h
affeder,afo1w eydr
affedersiniz,afo1w eydrsko3ro1
affediniz,afo1w eydyko3ro1
affedip,afo1w eydwbu1
affet,afo1w eybo2
affetmek,afo1w eybo2mk
affetmekte,afo1w eybo2mkdh
affetsin,afo1w eybo2sybo1
affetsinler,afo1w eybo2sybo1lr
affettiğine,afo1w eybo2dyko7bo1h
affettik,afo1w eybo2dk
affettirir,afo1w eybo2dyrr
affeyle,afo1w eo5ylh
affımızı,afo1wymro1y
affını,afo1wybo1y
affınız,afo1wyko3ro1
affınıza,afo1wyko3ro1h
affınızı,afo1wyko3ro1y
affolunamaz,afo1w ewlwbo1emero1
affolunmak,afo1w ewlbo1mfo2
affolur,afo1w ewlwr
afgan,efo1ao1ebo1
afgan'dan,eo5fo1ao1ebo1dbo1
afganistan,efo1ao1ebo1sbo2ebo1
afganistan'a,efo1ao1ebo1sbo2ebo1h
afîfi,afo1yfo1y
âfil,eo6fo1l
âfile,eo6fo1lh
âfilîne,eo6fo1lybo1h
âfilim,eo6fo1lm
âfitab,eo6fo1bo2ebu1
afitab-ı,eo6fo1bo2ebu1u4
âfitab-ı,eo6fo1bo2ebu1u4
âfitabın,eo6fo1bo2ebu1ko3
âfiyet,aefo1ybo2
âfiyete,aefo1ybo2h
âfiyeti,aefo1ybo2y
âfiyetim,aefo1ybo2m
âfiyetini,aefo1ybo2bo1y
âfiyetiniz,aefo1ybo2ko3ro1
âfiyetinizden,aefo1ybo2ko3ro1dbo1
âfiyetinize,aefo1ybo2ko3ro1h
âfiyetinizi,aefo1ybo2ko3ro1y
âfiyetinizin,aefo1ybo2ko3ro1ko3
âfiyetinizle,aefo1ybo2ko3ro1lh
âfiyetle,aefo1ybo2lh
âfiyetler,aefo1ybo2lr
âfiyette,aefo1ybo2dh
âfiyetten,aefo1ybo2dbo1
afla,afo1wlh
aflar,afo1wlr
aflarına,afo1wlrybo1h
aflarını,afo1wlrybo1y
afra',afo1rec
afrika,eo6fo1ryfo2e
afrika'da,eo6fo1ryfo2edh
afrika'daki,eo6fo1ryfo2edh||ky
afrika'dan,eo6fo1ryfo2edbo1
afrika'nın,eo6fo1ryfo2ebo1ko3
afrika'ya,eo6fo1ryfo2eyh
afrika'yı,eo6fo1ryfo2eyy
afrikalıları,eo6fo1ryfo2elylry
afuvkârane,afo1wkerebo1h
afv,afo1w
afv-ı,afo1wu4
afva,afo1wh
afvdan,afo1wdbo1
afve,afo1wh
afvedebilir,afo1w  eydh||bu1ylyr
afveder,afo1w eydr
afvedersiniz,afo1w eydrsko3ro1
afvedilir,afo1w eydylyr
afvedilmez,afo1w eydylmro1
afvediniz,afo1w eydyko3ro1
afvedip,afo1w eydwbu1
afvet,afo1w eybo2
afvetmek,afo1w eybo2mk
afvetmesi,afo1w eybo2mh||sy
afvetmesini,afo1w eybo2mh||sbo1y
afvetsin,afo1w eybo2sybo1
afvetti,afo1w eybo2dy
afvettiğinden,afo1w eybo2dyko7bo1dbo1
afvettiğiniz,afo1w eybo2dyko7ko3ro1
afvettikleri,afo1w eybo2dklry
afvettirdi,afo1w eybo2dyrdy
afvettirdiler,afo1w eybo2dyrdylr
afvettirir,afo1w eybo2dyrr
afvettiriyor,afo1w eybo2dyryywr
afvettirmeğe,afo1w eybo2dyrmko7h
afvettirmek,afo1w eybo2dyrmk
afvettirmesi,afo1w eybo2dyrmh||sy
afveyle,afo1w eo5ylh
afvı,afo1wy
afvımı,afo1wymy
afvımıza,afo1wymro1h
afvına,afo1wybo1h
afvını,afo1wybo1y
afvınıza,afo1wyko3ro1h
afvınızı,afo1wyko3ro1y
afvıyla,afo1wylh
afvlarına,afo1wlrybo1h
afvolmuştur,afo1w ewlmso3dr
afvolunmaz,afo1w ewlwbo1mero1
afvolur,afo1w ewlwr
afvü,afo1o0w
afyon,eo6fo1ywbo1
afyon'a,eo6fo1ywbo1h
afyon'da,eo6fo1ywbo1dh
afyon'daki,eo6fo1ywbo1dh||ky
afyon'dan,eo6fo1ywbo1dbo1
afyon'lu,eo6fo1ywbo1ly
afyon'un,eo6fo1ywbo1ko3
afyona,eo6fo1ywbo1h
afyonda,eo6fo1ywbo1dh
afyonun,eo6fo1ywbo1ko3
afyonunu,eo6fo1ywbo1bo1y
âgâh,eo6ko7eh
âgâhdırlar,eo6ko7ehdrlr
agel,ao4ko7lo0
agisna,eo4ao1u4bo3o0bo1e
ağ,eo6ao1
ağa,eo6ao1e
ağa'da,eo6ao1edh
ağa'dan,eo6ao1edbo1
ağa'nın,eo6ao1ebo1ko3
ağa'ya,eo6ao1eyh
ağabey,eo6ao1ebu1k
ağabey'in,eo6ao1ebu1ko7ko3
ağabeyi,eo6ao1ebu1ko7y
ağabeyim,eo6ao1ebu1ko7m
ağabeyimiz,eo6ao1ebu1ko7mro1
ağabeyimizin,eo6ao1ebu1ko7mro1ko3
ağabeyin,eo6ao1ebu1ko7ko3
ağabeyler,eo6ao1ebu1ko7lr
ağabeyleri,eo6ao1ebu1ko7lry
ağabeylerim,eo6ao1ebu1ko7lrm
ağabeylerime,eo6ao1ebu1ko7lrymh
ağabeylerimiz,eo6ao1ebu1ko7lrymro1
ağabeylerimizden,eo6ao1ebu1ko7lrymro1dbo1
ağabeylerimize,eo6ao1ebu1ko7lrymro1h
ağac-ı,eo6ao1exu1u4
ağaca,eo6ao1exu1h
ağacı,eo6ao1exu1y
ağacıdır,eo6ao1exu1ydr
ağacın,eo6ao1exu1ko3
ağacına,eo6ao1exu1bo1h
ağacında,eo6ao1exu1bo1dh
ağacındaki,eo6ao1exu1bo1dh||ky
ağacından,eo6ao1exu1bo1dbo1
ağacını,eo6ao1exu1bo1y
ağacının,eo6ao1exu1bo1ko3
ağacınız,eo6ao1exu1ko3ro1
ağacıyla,eo6ao1exu1ylh
ağaciyle,eo6ao1exu1ylh
ağaç,eo6ao1exu1
ağaççıklar,eo6ao1exu1xu1fo2lr
ağaçlar,eo6ao1exu1lr
ağaçlara,eo6ao1exu1lrh
ağaçlarda,eo6ao1exu1lrdh
ağaçlardaki,eo6ao1exu1lrdh||ky
ağaçlardan,eo6ao1exu1lrdbo1
ağaçlardır,eo6ao1exu1lrdr
ağaçları,eo6ao1exu1lry
ağaçların,eo6ao1exu1lrko3
ağaçlarına,eo6ao1exu1lrybo1h
ağaçlarından,eo6ao1exu1lrbo1dbo1
ağaçlarını,eo6ao1exu1lrybo1y
ağaçlarının,eo6ao1exu1lrybo1ko3
ağaçlarla,eo6ao1exu1lrlh
ağaçta,eo6ao1exu1dh
ağaçtaki,eo6ao1exu1dh||ky
ağaçtan,eo6ao1exu1dbo1
ağaçtır,eo6ao1exu1dr
ağalar,eo6ao1elr
ağaları,eo6ao1elry
ağalarından,eo6ao1elrbo1dbo1
ağalığı,eo6ao1elao1y
ağalığımıza,eo6ao1elao1mro1h
ağalık,eo6ao1elfo2
ağalıktan,eo6ao1elfo2dbo1
ağalıktır,eo6ao1elfo2dr
ağamız,eo6ao1emro1
ağanın,eo6ao1ebo1ko3
ağaran,eo6ao1erebo1
ağarmasıyla,eo6ao1ermesylh
ağarmış,eo6ao1ermso3
ağartmış,eo6ao1erbo2mso3
ağartmıştır,eo6ao1erbo2mso3dr
ağası,eo6ao1esy
ağasının,eo6ao1esbo1ko3
ağavat,eo5ao1webo2
ağayı,eo6ao1eyy
âğâz,eo6ao1ero1
âğâzlarıyla,eo6ao1ero1lrylh
ağdiyenin,eo5ao1dyh||bo1ko3
ağı,eo6ao1y
ağına,eo6ao1ybo1h
ağının,eo6ao1ybo1ko3
ağır,eo6ao1yr
ağıra,eo6ao1yrh
ağırca,eo6ao1yrxu1h
ağırceza,eo6ao1yr xu1ro1e
ağırdır,eo6ao1yrdr
ağırına,eo6ao1yrybo1h
ağırlaşacağı,eo6ao1yrleso3exu1ao1y
ağırlaşan,eo6ao1yrleso3ebo1
ağırlaşır,eo6ao1yrleso3yr
ağırlaşmasıyla,eo6ao1yrleso3mh||sylh
ağırlaşmış,eo6ao1yrleso3mso3
ağırlaştıran,eo6ao1yrleso3dyrebo1
ağırlaştırıp,eo6ao1yrleso3dyrwbu1
ağırlaştırır,eo6ao1yrleso3dyrr
ağırlaştırmağa,eo6ao1yrleso3dyrmao1h
ağırlaştırması,eo6ao1yrleso3dyrmesy
ağırlatması,eo6ao1yrlebo2mesy
ağırlığı,eo6ao1yrlao1y
ağırlığında,eo6ao1yrlao1bo1dh
ağırlığından,eo6ao1yrlao1bo1dbo1
ağırlık,eo6ao1yrlfo2
ağırlıkları,eo6ao1yrlfo2lry
ağırlıklarımı,eo6ao1yrlfo2lrymy
ağırlıklarımızı,eo6ao1yrlfo2lrymro1y
ağırlıklarını,eo6ao1yrlfo2lrybo1y
ağırlıktan,eo6ao1yrlfo2dbo1
ağıyla,eo6ao1ylh
ağız,eo6ao1ro1
ağıza,eo6ao1ro1h
ağızda,eo6ao1ro1dh
ağızdaki,eo6ao1ro1dh||ky
ağızdan,eo6ao1ro1dbo1
ağızı,eo6ao1ro1y
ağızla,eo6ao1ro1lh
ağızları,eo6ao1ro1lry
ağızların,eo6ao1ro1lrko3
ağızlarına,eo6ao1ro1lrybo1h
ağızlarında,eo6ao1ro1lrbo1dh
ağızlarındaki,eo6ao1ro1lrbo1dh||ky
ağızlarından,eo6ao1ro1lrbo1dbo1
ağızlarını,eo6ao1ro1lrybo1y
ağızlarının,eo6ao1ro1lrybo1ko3
ağızlarıyla,eo6ao1ro1lrylh
ağızlı,eo6ao1ro1ly
ağla,eo6ao1le
ağladı,eo6ao1ledy
ağladığı,eo6ao1ledyao1y
ağladığımı,eo6ao1ledyao1my
ağladığını,eo6ao1ledyao1bo1y
ağladık,eo6ao1ledfo2
ağladıklarını,eo6ao1ledfo2lrybo1y
ağladıktan,eo6ao1ledfo2dbo1
ağladılar,eo6ao1ledylr
ağladım,eo6ao1ledm
ağlama,eo6ao1lemh
ağlamağa,eo6ao1lemao1h
ağlamak,eo6ao1lemfo2
ağlamakla,eo6ao1lemfo2lh
ağlamaktan,eo6ao1lemfo2dbo1
ağlamalar,eo6ao1lemh||lr
ağlamaları,eo6ao1lemelry
ağlamalarıdır,eo6ao1lemelrydr
ağlamalarımı,eo6ao1lemelrymy
ağlamaların,eo6ao1lemelrko3
ağlamalarına,eo6ao1lemelrybo1h
ağlamalarından,eo6ao1lemelrbo1dbo1
ağlamalarını,eo6ao1lemelrybo1y
ağlamalı,eo6ao1lemely
ağlamamak,eo6ao1lememfo2
ağlamamıştım,eo6ao1lememso3dm
ağlamamızı,eo6ao1lememro1y
ağlamana,eo6ao1lemeko3h
ağlamanın,eo6ao1lemebo1ko3
ağlaması,eo6ao1lemh||sy
ağlamasıdır,eo6ao1lemh||sydr
ağlamasın,eo6ao1lemh||sybo1
ağlamasına,eo6ao1lemh||sbo1h
ağlamasından,eo6ao1lemesbo1dbo1
ağlamasını,eo6ao1lemesbo1y
ağlamasıyla,eo6ao1lemesylh
ağlamasiyle,eo6ao1lemesylh
ağlamaya,eo6ao1lemao1h
ağlamayacaksın,eo6ao1lemyh||xu1fo2sko3
ağlamayı,eo6ao1lemh||yy
ağlamayınız,eo6ao1lemeyko3ro1
ağlamayıp,eo6ao1lemh||ywbu1
ağlamış,eo6ao1lemso3
ağlamışlar,eo6ao1lemso3lr
ağlamıştı,eo6ao1lemso3dy
ağlamıyorlar,eo6ao1lemyywrlr
ağlanacak,eo6ao1lebo1h||xu1fo2
ağlar,eo6ao1ler
ağlardı,eo6ao1lerdy
ağlarım,eo6ao1lerm
ağlarken,eo6ao1lerkbo1
ağlarlar,eo6ao1lerlr
ağlasın,eo6ao1lesybo1
ağlaşalım,eo6ao1leso3elm
ağlaşıyor,eo6ao1leso3yywr
ağlatacak,eo6ao1lebo2h||xu1fo2
ağlatan,eo6ao1lebo2ebo1
ağlatıcı,eo6ao1lebo2yxu1y
ağlatıp,eo6ao1lebo2wbu1
ağlatır,eo6ao1lebo2yr
ağlatırken,eo6ao1lebo2yrkbo1
ağlatıyor,eo6ao1lebo2yywr
ağlatıyordu,eo6ao1lebo2yywrdy
ağlatma,eo6ao1lebo2mh
ağlatmak,eo6ao1lebo2mfo2
ağlatmakla,eo6ao1lebo2mfo2lh
ağlatmamış,eo6ao1lebo2memso3
ağlatmaya,eo6ao1lebo2meyh
ağlatmayınız,eo6ao1lebo2meyko3ro1
ağlatmış,eo6ao1lebo2mso3
ağlattı,eo6ao1lebo2dy
ağlattıracak,eo6ao1lebo2dyrh||xu1fo2
ağlattıracaktı,eo6ao1lebo2dyrh||xu1fo2dy
ağlattıran,eo6ao1lebo2dyrebo1
ağlattırdı,eo6ao1lebo2dyrdy
ağlattırıcı,eo6ao1lebo2dyryxu1y
ağlattırıp,eo6ao1lebo2dyrwbu1
ağlattırıyor,eo6ao1lebo2dyryywr
ağlattırmak,eo6ao1lebo2dyrmfo2
ağlattırmış,eo6ao1lebo2dyrmso3
ağlayacak,eo6ao1leyh||xu1fo2
ağlayacaklardı,eo6ao1leyh||xu1fo2lrdy
ağlayacaklarını,eo6ao1leyexu1fo2lrybo1y
ağlayacaktı,eo6ao1leyh||xu1fo2dy
ağlayacaktılar,eo6ao1leyh||xu1fo2dylr
ağlayan,eo6ao1leyebo1
ağlayanı,eo6ao1leyebo1y
ağlayanlar,eo6ao1leyebo1lr
ağlayanlarla,eo6ao1leyebo1lrlh
ağlayarak,eo6ao1leyh||rfo2
ağlayıcı,eo6ao1leyyxu1y
ağlayınız,eo6ao1leyko3ro1
ağlayıp,eo6ao1leywbu1
ağlayış,eo6ao1leyyso3
ağlayışı,eo6ao1leyyso3y
ağlayışını,eo6ao1leyso3bo1y
ağlayışıyla,eo6ao1leyyso3ylh
ağlayışlar,eo6ao1leyyso3lr
ağlayışları,eo6ao1leyyso3lry
ağleb,eo5ao1lbu1
ağleb-i,eo5ao1lbu1u4
ağleba,eo5ao1lbu1e
ağleben,eo5ao1lbu1o44e
ağlebî,eo5ao1lbu1y
ağlebi,eo5ao1lbu1y
ağlıyan,eo6ao1leyebo1
ağlıyor,eo6ao1leywr
ağlıyordu,eo6ao1leywrdy
ağlıyordum,eo6ao1leywrdm
ağlıyorlar,eo6ao1leywrlr
ağlıyorsun,eo6ao1leywrsko3
ağlıyorum,eo6ao1leywrm
ağlıyoruz,eo6ao1leywrro1
ağmaz,eo5ao1mzo1
ağniya,eo5ao1bo1ye
ağniya-i,eo5ao1bo1yecu4
ağraz,eo5ao1rezo1
ağrâz,eo5ao1rezo1
ağraz-ı,eo5ao1rezo1u4
ağrâz-ı,eo5ao1rezo1u4
ağraza,eo5ao1rezo1h
ağrazı,eo5ao1rezo1y
ağrazın,eo5ao1rezo1ko3
ağrazına,eo5ao1rezo1bo1h
ağrazını,eo5ao1rezo1bo1y
ağrazlar,eo5ao1rezo1lr
ağrazların,eo5ao1rezo1lrko3
ağrazlı,eo5ao1rezo1ly
ağrı,eo6ao1ry
ağrıdığını,eo6ao1rydyao1bo1y
ağrılar,eo6ao1rylr
ağrılara,eo6ao1rylrh
ağrımaz,eo6ao1rymero1
ağrısı,eo6ao1rysy
ağrısına,eo6ao1rysbo1h
ağrıtmamak,eo6ao1rybo2memfo2
ağrıyan,eo6ao1ryebo1
ağrıyor,eo6ao1ryywr
ağrıyordu,eo6ao1ryywrdy
ağros'lu,eo6ao1rwsly
ağrube,eo5ao1rwbu1h
ağrus'taki,eo6ao1rwsdh||ky
ağsanı,eo5ao1zebo1y
ağsanına,eo5ao1zebo1bo1h
ağsanınız,eo5ao1zebo1ko3ro1
ağustos,eo6ao1sbo2ws
ağuş-u,eo6ao1wso3u4
âğuş-u,eo6ao1wso3u4
ağyar,eo5ao1yer
ağyarın,eo5ao1yerko3
ağzı,eo6ao1ro1y
ağzım,eo6ao1ro1m
ağzıma,eo6ao1ro1ymh
ağzımdan,eo6ao1ro1mdbo1
ağzımız,eo6ao1ro1ymro1
ağzımızdaki,eo6ao1ro1ymro1dh||ky
ağzımızdan,eo6ao1ro1ymro1dbo1
ağzın,eo6ao1ro1ko3
ağzına,eo6ao1ro1ybo1h
ağzında,eo6ao1ro1ko3dh
ağzındakini,eo6ao1ro1ko3dh||kybo1y
ağzından,eo6ao1ro1bo1dbo1
ağzını,eo6ao1ro1ybo1y
ağzının,eo6ao1ro1ybo1ko3
ağzıyla,eo6ao1ro1ylh
ah,eo6h
âh,eo6h
# âh'ı,eo6hy
ah-i,eo5xo1u4
âhâd-ı,eo6xedu4
âhâddendir,eo6xeddbo1dr
âhâdî,eo6xedy
âhâdîdir,eo6xedydr
âhâdîlerin,eo6xedylrko3
ahali,eo5hely
ahâli,eo5hely
ahali-i,eo5helyo5u4
ahaliden,eo5helydbo1
ahalimiz,eo5helymro1
ahalinin,eo5helybo1ko3
ahâlinin,eo5helybo1ko3
ahalisi,eo5helysy
ahâlisi,eo5helysy
ahalisince,eo5helysbo1xu1h
ahalisinde,eo5helysbo1dh
ahalisinden,eo5helysbo1dbo1
ahalisine,eo5helysbo1h
ahâlisine,eo5helysbo1h
ahalisini,eo5helysbo1y
ahalisinin,eo5helysbo1ko3
ahalisiyle,eo5helysylh
ahaliye,eo5hely||yh
ahâliye,eo5hely||yh
âhaliye,eo5hely||yh
ahaliyi,eo5hely||yy
ahbab,eo5xbu1ebu1
ahbab-ı,eo5xbu1ebu1u4
ahbaba,eo5xbu1ebu1h
ahbabdan,eo5xbu1ebu1dbo1
ahbabı,eo5xbu1ebu1y
ahbabım,eo5xbu1ebu1m
ahbabıma,eo5xbu1ebu1mh
ahbabımı,eo5xbu1ebu1my
ahbabın,eo5xbu1ebu1ko3
ahbabına,eo5xbu1ebu1bo1h
ahbabında,eo5xbu1ebu1bo1dh
ahbabından,eo5xbu1ebu1bo1dbo1
ahbabını,eo5xbu1ebu1bo1y
ahbabının,eo5xbu1ebu1bo1ko3
ahbâbının,eo5xbu1ebu1bo1ko3
ahbabınızda,eo5xbu1ebu1ko3ro1dh
ahbabla,eo5xbu1ebu1lh
ahbablar,eo5xbu1ebu1lr
ahbablara,eo5xbu1ebu1lrh
ahbablardan,eo5xbu1ebu1lrdbo1
ahbabları,eo5xbu1ebu1lry
ahbablarım,eo5xbu1ebu1lrm
ahbablarımı,eo5xbu1ebu1lrymy
ahbabların,eo5xbu1ebu1lrko3
ahbablarına,eo5xbu1ebu1lrybo1h
ahbablarını,eo5xbu1ebu1lrybo1y
ahbablarının,eo5xbu1ebu1lrybo1ko3
ahbablarıyla,eo5xbu1ebu1lrylh
ahbablarla,eo5xbu1ebu1lrlh
ahbabsız,eo5xbu1ebu1sro1
ahbabsızlıktan,eo5xbu1ebu1sro1lfo2dbo1
ahbaplarının,eo5xbu1ebu1lrybo1ko3
ahbar,eo5xo1bu1er
ahbarını,eo5xo1bu1erybo1y
ahcar-ı,eo5xxu1eru4
ahcâr-ı,eo5xxu1eru4
ahcarı,eo5xxu1ery
ahd,ahd
ahd-i,ahdu4
ahddir,ahddr
ahdeden,ahd eydbo1
ahdediyoruz,ahd eydywrro1
ahdetmiş,ahd eybo2mso3
ahdetmişim,ahd eybo2myso3m
ahdettiği,ahd eybo2dyko7y
ahdettiğini,ahd eybo2dyko7bo1y
ahdettiler,ahd eybo2dylr
ahdi,ahdy
ahdin,ahdko3
ahdini,ahdybo1y
ahdlerine,ahdlrybo1h
ahdlerinin,ahdlrybo1ko3
âheng-i,eo6hbo1ku4
aheng-i,eo6hbo1ko7u4
ahengindeki,eo6hbo1ko7bo1dh||ky
ahengini,eo6hbo1ko7bo1y
âhenîn,eo6hbo1ybo1
âhenin,eo6hbo1ybo1
ahenk,eo6hbo1k
âhenk,eo6hbo1k
âher,eo6xo1o4r
âherde,eo6xo1o4rdh
âhere,eo6xo1o4rh
âheri,eo6xo1o4ry
âherin,eo6xo1o4rko3
âherle,eo6xo1o4rlh
âheste,eo6hsbo2h
ahfâ,eo5xo1fo1e
ahfad,eo5xfo1ed
ahfadı,eo5xfo1edy
ahfadın,eo5xfo1edko3
ahfadları,eo5xfo1edlry
ahfadlarına,eo5xfo1edlrybo1h
ahı,eo6hy
âhı,eo6hy
âhıma,eo6hymh
âhını,eo6hbo1y
ahırda,eo6xo1wrdh
ahîrde,eo5xo1yrdh
ahîre,eo5xo1yrh
ahidde,ahddh
ahidlerine,ahdlrybo1h
ahidlerini,ahdlrybo1y
âhir,eo6xo1r
# âhir'in,eo6xo1rko3
# âhir'le,eo6xo1rlh
âhir-i,eo6xo1ru4
âhir-il,eo6xo1r el
âhirde,eo6xo1rdh
âhirdeki,eo6xo1rdh||ky
âhirdir,eo6xo1rdr
âhire,eo6xo1rh
âhiren,eo6xo1rh||ko3
âhirenin,eo6xo1rh||bo1ko3
âhiret,eo6xo1rbo2
# âhiret'e,eo6xo1rbo2h
# âhiret'te,eo6xo1rbo2dh
# âhiret'ten,eo6xo1rbo2dbo1
âhirete,eo6xo1rbo2h
âhireti,eo6xo1rbo2y
âhiretim,eo6xo1rbo2m
âhiretime,eo6xo1rbo2mh
âhiretimi,eo6xo1rbo2my
âhiretimiz,eo6xo1rbo2mro1
âhiretimize,eo6xo1rbo2mro1h
âhiretimizi,eo6xo1rbo2mro1y
âhiretin,eo6xo1rbo2ko3
âhiretinden,eo6xo1rbo2bo1dbo1
âhiretine,eo6xo1rbo2bo1h
âhiretini,eo6xo1rbo2bo1y
âhiretiniz,eo6xo1rbo2ko3ro1
âhiretinizi,eo6xo1rbo2ko3ro1y
âhiretiyle,eo6xo1rbo2ylh
âhiretle,eo6xo1rbo2lh
âhiretleri,eo6xo1rbo2lry
âhiretlerine,eo6xo1rbo2lrybo1h
âhiretlerini,eo6xo1rbo2lrybo1y
âhiretsiz,eo6xo1rbo2sro1
âhirette,eo6xo1rbo2dh
âhirettedir,eo6xo1rbo2dh||dr
âhiretteki,eo6xo1rbo2dh||ky
âhiretten,eo6xo1rbo2dbo1
âhirettir,eo6xo1rbo2dr
âhirîn,eo6xo1rybo1
âhirîne,eo6xo1rybo1h
âhirîni,eo6xo1rybo1y
âhiri,eo6xo1ry
âhiriddevran,eo6xo1r eldo8o4wrebo1
âhiridir,eo6xo1rydr
âhirihî,eo6xo1rh
âhirihi,eo6xo1rh
âhirin,eo6xo1rko3
âhirinde,eo6xo1rbo1dh
âhirindedir,eo6xo1rbo1dh||dr
âhirindeki,eo6xo1rbo1dh||ky
âhirinden,eo6xo1rbo1dbo1
âhirine,eo6xo1rybo1h
âhirini,eo6xo1rybo1y
âhiriyle,eo6xo1rylh
âhirki,eo6xo1rky
âhirlerde,eo6xo1rlrdh
âhirleri,eo6xo1rlry
âhirlerinde,eo6xo1rlrbo1dh
âhirlerindeki,eo6xo1rlrbo1dh||ky
âhirlerine,eo6xo1rlrybo1h
âhirüzzaman,eo6xo1r elro1o8mebo1
âhirzaman,eo6xo1r ro1mebo1
# âhirzaman'ın,eo6xo1r ro1mebo1ko3
âhirzamana,eo6xo1r ro1mebo1h
âhirzamanda,eo6xo1r ro1mebo1dh
âhirzamandaki,eo6xo1r ro1mebo1dh||ky
âhirzamandan,eo6xo1r ro1mebo1dbo1
âhirzamandır,eo6xo1r‭ ro1mebo1dr
âhirzamanı,eo6xo1r ro1mebo1y
âhirzamanın,eo6xo1r ro1mebo1ko3
