â,eo6
beher,bu1hr
behic,bu1hbu2xu1
behîmî,bu1hbu2my
behîmiyyet,bu1hbu2mbu2bo2
behişt,bu1hso3bo2
behiştî,bu1hso3bo2y
behiyye,bu1hbu2h
behmân,bu1hmebo1
behre,bu1hrh
behremend,bu1hrmbo1d
beht,bu1hbo2
bekâ,bu1fo2e
bekâm,bu1kem
bekâya,bu1fo2eye
bekrî,bu1kry
beksimat,bu1ksmebo2
bel,bu1l
bel',bu1la
belâ,bu1le
belâ,bu1ly
belâdet,bu1ledbo2
belâdîde,bu1ledydh
belâgat,bu1leao1bo2
belâhet,bu1lehbo2
belâyâ,bu1leye
belde,bu1ldh
beled,bu1ld
beledî,bu1ldy
belediyye,bu1ldyh
belî,bu1ly
belîğ,bu1lbu2ao1
beliyyât,bu1lbu2ebo2
belki,bu1lkh
belût,bu1lwt
benâdir,bu1bo1edr
benâm,bu1bo1em
benân,bu1bo1ebo1
benât,bu1bo1ebo2
bend,bu1bo1d
bende,bu1bo1dh
bendegân,bu1bo1dko7ebo1
bendegî,bu1bo1dko7y
bendehâne,bu1bo1dh xo1ebo1h
bender,bu1bo1dr
bendergâh,bu1bo1drko7eh
bendezâde,bu1bo1dh ro1edh
benefşe,bu1bo1fo1so3h
benefşî,bu1bo1fo1so3y
beng,bu1bo1ko7
bengî,bu1bo1ko7y
benî,bu1bo1y
benîâdem,bu1bo1y eo6dm
benîisrâîl,bu1bo1y esrebo5bu2l
bennâ,bu1bo1ec
benû,bu1bo1w
ber,bu1r
berâber,bu1rebu1r
berâberî,bu1rebu1ry
berâ'et,bu1rebo5bo2
berâhîn,bu1rehbu2bo1
berâyı,bu1rey
berâyı malûmât,bu1rey malwmebo2
berbâd,bu1rbu1ed
bercâ,bu1rxu1e
berceste,bu1rxu1sbo2h
berd,bu1rd
berde,bu1rdh
berdevâm,bu1rdwem
berdülacuz,bu1rdelaxu1wro1
bere,bu1rh
berehne,bu1rhbo1h
berekât,bu1rkebo2
bereket,bu1rkbo2
berevât,bu1rwebo2
berf,bu1rfo1
berfîn,bu1rfo1bu2bo1
berg,bu1rko7
bergüzâr,bu1rko7do1er
berhâne,bu1rxo1ebo1h
berhayât,bu1rxbu2ebo2
berhürdâr,bu1rxo1wrder
berî,bu1ry
berîd,bu1ryd
berîn,bu1rybo1
berk,bu1rfo2
berkarâr,bu1rfo2rer
berkemâl,bu1ro1kmel
bermâh,bu1rmeh
bermûcib-i,bu1rmwxu1bu1
bermu'tâd,bu1rmabo2ed
bernâ,bu1rbo1e
berpâ,bu1rbu3e
berr,bu1r
berrak,bu1refo2
berren,bu1re
berrî,bu1ry
bersâbık,bu1rsebu1fo2
bertaraf,bu1rtrfo1
berter,bu1rbo2r
berterîn,bu1rbo2rybo1
bervech-i,bu1rwxu1h
berzah,bu1rro1xo1
berzger,bu1rro1ko7r
bes,bu1s
be's,bu1eo5s
besâ,bu1se
besâtîn,bu1sebo2bu2bo1
besend,bu1sbo1d
besende,bu1sbo1dh
beserüçeşm,bu1sr w xu3so3m
besî,bu1sy
besîm,bu1sbu2m
beste,bu1sbo2h
bestekâr,bu1sbo2h ker
bestenigâr,bu1sbo2h bo1ko7er
beşâret,bu1so3erbo2
beşer,bu1so3r
beşere,bu1so3rh
beşerî,bu1so3ry
beşeriyyât,bu1so3ryebo2
beşeriyyet,bu1so3rybo2
beşîr,bu1so3bu2r
beşûş,bu1so3wso3
beşûşâne,bu1so3wso3ebo1h
betâet,bu1tebo5bo2
beter,bu1dbo2r
bevl,bu1wl
bevlî,bu1wly
bevliyye,bu1wlbu2h
bevvâb,bu1webu1
bevvâbîn,bu1webu1bu2bo1
bey',bu1bu2a
beyâbân,bu1bu2ebu1ebo1
beyân,bu1bu2ebo1
beyânât,bu1bu2ebo1ebo2
beyânnâme,bu1bu2ebo1 bo1emh
beyâz,bu1bu2ezo1
beyhûde,bu1bu2hwdh
beyn,bu1bu2bo1
beynelmilel,bu1bu2bo1 elmll
beyn-i,bu1bu2bo1
beynülmilel,bu1bu2bo1 elmll
beyt,bu1bu2bo2
beytâr,bu1bu2ter
beytullah,bu1bu2bo2 eellh
beytûtet,bu1bu2bo2wbo2bo2
beytülmal,bu1bu2bo2 elmel
beyzâ,bu1bu2zo1e
beyze,bu1bu2zo1h
beyzî,bu1bu2zo1y
beze,bu1ro1h
bezekâr,bu1ro1h ker
bezir,bu1do1r
bezirgân,bu1ero1rko7ebo1
bezistân,bu1ro1sbo2ebo1
bezle,bu1do1lh
bezlegû,bu1do1lh ko7w
bezm,bu1ro1m
bezmgâh,bu1ro1mko7eh
bezzaz,bu1ro1bu1ro1
bîaman,bu1y emebo1
bîâr,bu1y aer
bîbahâ,bu1y bu1he
bîbedel,bu1y bu1dl
bîbehre,bu1y bu1hrh
bîcâ,bu1bu2xu1e
bîcan,bu1y xu1ebo1
bîçâre,bu1bu2xu3erh
bîçâregân,bu1bu2xu3erko7ebo1
bîçunuçirâ,bu1y xu3wbo1 w xu3re
bîd,bu1bu2d
bîdâd,bu1bu2ded
bîdâdger,bu1bu2dedko7r
bîdâr,bu1bu2der
bîdârbaht,bu1bu2derbu1xo1bo2
bid'at,bu1dabo2
bidâyet,bu1deybo2
bîd-i mecnûn,bu1bu2d mxu1bo1wbo1
bîdil,bu1bu2dl
bîdin,bu1y dybo1
bîedeb,bu1y edbu1
bîeman,bu1y emebo1
bîendişe,bu1y ebo1dyso3h
bîgâne,bu1bu2ko7ebo1h
bîgüman,bu1y ko7mebo1
bîgünah,bu1y ko7bo1eh
bîh,bu1bu2xo1
bîhaber,bu1y xo1bu1r
bîhadd,bu1y xd
bihakkın,bu1xfo2
bihamdillah,bu1xmdeellh
bihâr,bu1xer
bîhareket,bu1y xrkbo2
bîhâsıl,bu1y xezl
bîhayâ,bu1y xbu2e
bîhayat,bu1y xbu2ebo2
bihâzelemr,bu1hdo1e elemr
bihbûd,bu1hbu1wd
bîhemtâ,bu1y hmbo2e
bîhesâb,bu1y xsebu1
bîhiss,bu1y xs
bihişt,bu1hso3bo2
bîhod,bu1bu2xo1wd
bihter,bu1hbo2r
bîhude,bu1bu2hdh
bîinsâf,bu1y ebo1zefo1
bîkâr,bu1bu2ker
bîkarâr,bu1y fo2rer
bikr,bu1kr
bîl,bu1bu2l
bilâd,bu1led
bilâfâsıla,bu1lefo1ezlh
bilâhareket,bu1lexrkbo2
bilâhere,bu1eleo6xo1rh
bilâinkıtâ,bu1leebo1fo2tea
bilâkayt,bu1lefo2bu2d
bilakis,bu1elaks
bilâmâni'a,bu1lemebo1ah
bilâmazeret,bu1lemado1rbo2
bilâmerhamet,bu1lemrxmbo2
bilâmühlet,bu1lemhlbo2
bilâpervâ,bu1lebu3rwe
bilâşikâyet,bu1leso3keybo2
bilâte'ehhür,bu1lebo2eo5xo1r
bilâtefrik,bu1lebo2fo1ryfo2
bilâtehlike,bu1lebo2hlkh
bilâteminat,bu1lebo2eo5mbu2bo1ebo2
bilâücret,bu1leeo5xu1rbo2
bilcümle,bu1elxu1mlh
bilfarz,bu1elfo1rzo1
bilfiil,bu1elfo1al
bilhassa,bu1elxo1ezh
biliktizâ,bu1elefo2bo2zo1e
bililtizâm,bu1elelbo2ro1em
bilistifade,bu1elesbo2fo1edh
bilistihsâl,bu1elesbo2xzel
biliştirâk,bu1eleso3bo2rek
billûr,bu1lwr
bilmecbûriye,bu1elmxu1bu1bo5ryh
bilmukabele,bu1elmfo2ebu1lh
bilmünâsebe,bu1elmbo1esbu1h
bilmünâvebe,bu1elmbo1ewbu1h
bilmüzakere,bu1elmdo1ekrh
bilumum,bu1elamwm
bilvâsıta,bu1elwesth
bîm,bu1bu2m
bîma'nâ,bu1y mabo1y
bîmâr,bu1bu2mer
bîmârân,bu1bu2merebo1
bîmecâl,bu1y mxu1el
bîmekân,bu1y mkebo1
bîmerhamet,bu1y mrxmbo2
bîmeze,bu1y mro1h
bîmihr,bu1y mhr
bîmisâl,bu1y mbo3el
bîmuhâbâ,bu1y mxebu1e
bîmübâlât,bu1y mbu1elebo2
bîmürüvvet,bu1y mrwbo2
bin,bu1bo1
binâ,bu1bo1ec
bînâ,bu1bu2bo1e
binâberin,bu1bo1ebu1rybo1
binâen,bu1bo1ec
binâenaleyh,bu1bo1ec albu2h
bînâm,bu1bu2bo1em
bînamaz,bu1y bo1mero1
bînasîb,bu1y bo1zbu2bu1
bînazîr,bu1y bo1to1bu2r
bînemek,bu1y bo1mk
bînevâ,bu1bu2bo1we
bînî,bu1bu2bo1y
bînihaye,bu1y bo1heyh
binnetice,bu1elbo1bo2bu2xu1h
binnisbe,bu1elbo1sbu1h
bint,bu1bo1bo2
bîpâyân,bu1y bu3eyebo1
bîpervâ,bu1y bu3rwe
bi'r,bu1bo5r
birâder,bu1redr
bîrahm,bu1y rxm
bîrayb,bu1y rybu1
birinc,bu1rbo1xu1
birişte,bu1rso3bo2h
bîrûn,bu1bu2rwbo1
biryân,bu1ryebo1
bisât,bu1set
bîsebat,bu1y bo3bu1ebo2
bîsebeb,bu1y sbu1bu1
bîser,bu1y sr
bi'set,bu1bo5bo3bo2
bîst,bu1bu2sbo2
bister,bu1sbo2r
bîsûd,bu1y swd
bisyâr,bu1sbu2er
bîşe,bu1bu2so3h
bîşerm,bu1y so3rm
bîşuur,bu1y so3awr
bîşübhe,bu1y so3bu1hh
bîşümâr,bu1y so3mer
bîtâb,bu1bu2bo2ebu1
bîtâbane,bu1bu2bo2ebu1ebo1h
bitamâmihâ,bu1bo2memhe
bîtaraf,bu1y trfo1
bîtarafâne,bu1y trfo1ebo1h
bittab',bu1eltbu1a
bittafsîl,bu1elbo2fo1zbu2l
bittamâm,bu1elbo2mem
bîve,bu1bu2wh
bîvefâ,bu1y wfo1e
bîvezen,bu1bu2wh ro1bo1
bîzâr,bu1bu2ro1er
bizâtihi,bu1do1ebo2h
bizzarûre,bu1elzo1rwrh
bostân,bu1wsbo2ebo1
bû,bu1w
bu'd,bu1ad
bûd,bu1wd
bu'diyet,bu1adybo2
buğrâ,bu1ao1re
buhalâ,bu1xo1le
buhâr,bu1xo1er
buhl,bu1xo1l
buhrân,bu1xrebo1
buht,bu1hbo2
buhûr,bu1xo1wr
buhurdan,bu1xo1wrdebo1
buk'a,bu1fo2ah
buk'avî,bu1fo2awy
bûm,bu1wm
bûm,bu1wm
bûmehen,bu1wmhbo1
bûr,bu1wr
burc,bu1rxu1
burhan,bu1rhebo1
bûriya,bu1wrye
burûc,bu1rwxu1
burûdet,bu1rwdbo2
bûs,bu1ws
bûse,bu1wsh
bûstân,bu1wsbo2ebo1
bûte,bu1wbo2h
bûtimar,bu1wbo2bu2mer
butlân,bu1tlebo1
butûn,bu1twbo1
bûy,bu1wy
bûydâr,bu1wyder
bûzîne,bu1wro1ybo1h
bühtân,bu1hbo2ebo1
bükâ,bu1kec
bülaceb,bu1welaxu1bu1
büldân,bu1ldebo1
büleğâ,bu1lao1ec
bülend,bu1lbo1d
bülendbâlâ,bu1lbo1dbu1ele
bülendpervâz,bu1lbo1dbu3rwero1
bülheves,bu1welhws
bülûğ,bu1lwao1
bün,bu1bo1
bünyâd,bu1bo1bu2ed
bünye,bu1bo1bu2h
bünyeviyat,bu1bo1bu2wyebo2
bürdbâr,bu1rdbu1er
bürde,bu1rdh
bürhân,bu1rhebo1
bürîde,bu1rydh
bürka,bu1rfo2a
bürnâ,bu1rbo1e
bürrân,bu1rebo1
bürûdet,bu1rwdbo2
bürûz,bu1rwro1
büstân,bu1sbo2ebo1
büşrâ,bu1so3re
büt,bu1bo2
büthâne,bu1bo2 xo1ebo1h
bütperest,bu1bo2 bu3rsbo2
bütûn,bu1twbo1
büyût,bu1bu2wbo2
büz,bu1ro1
büzdil,bu1ro1dl
büzûr,bu1do1wr
büzürg,bu1ro1rko7
büzürgân,bu1ro1rko7ebo1
büzürgzâde,bu1ro1rko7 ro1edh
câ,xu1e
câbecâ,xu1ebu1xu1e
câbir,xu1ebu1r
câdde,xu1edh
câdû,xu1edw
câdûger,xu1edwko7r
câh,xu1eh
câhid,xu1ehd
câhil,xu1ehl
câhilâne,xu1ehlebo1h
câiz,xu1ebo5ro1
câize,xu1ebo5ro1h
ca'l,xu1al
ca'lî,xu1aly
câlib,xu1elbu1
câlib-i dikkat,xu1elbu1 dfo2bo2
câm,xu1em
câme,xu1emh
câmedân,xu1emh debo1
câmegî,xu1emko7y
câmekan,xu1emkebo1
câmekan,xu1emkebo1
câmeşûy,xu1emh so3wy
câmi',xu1ema
câmia,xu1emah
câmid,xu1emd
câmûs,xu1emws
cân,xu1ebo1
cânâ,xu1ebo1e
cânân,xu1ebo1ebo1
cânâne,xu1ebo1ebo1h
cânbâz,xu1ebo1bu1ero1
cândâr,xu1ebo1der
canefşân,xu1ebo1 efo1so3ebo1
cânefzâ,xu1ebo1 efo1ro1e
cânfersâ,xu1ebo1 fo1rse
cânfeşân,xu1ebo1 fo1so3ebo1
cânfezâ,xu1ebo1 fo1ro1e
cângüdâz,xu1ebo1 ko7dero1
canhıraş,xu1ebo1 xo1reso3
cânib,xu1ebo1bu1
cânişin,xu1ebo1so3bu2bo1
cânnisâr,xu1ebo1 bo1bo3er
cânsipâr,xu1ebo1 sbu3er
cânsiperâne,xu1ebo1 sbu3rebo1h
cânsitân,xu1ebo1 sbo2ebo1
cânver,xu1ebo1 wr
câr,xu1er
cârî,xu1eru4
câriha,xu1erxh
câriye,xu1eryh
cârû,xu1erw
cârûb,xu1erwbu1
câsûsî,xu1eswsy
câvid,xu1ewd
câvidân,xu1ewdebo1
cây,xu1ey
câygâh,xu1eyko7eh
câyi',xu1eya
câynişîn,xu1eybo1so3bu2bo1
câzib,xu1edo1bu1
câzibe,xu1edo1bu1h
cazibedar,xu1edo1bu1h der
câzibiyyet,xu1edo1bu1bu2bo2
cebâbire,xu1bu1ebu1rh
cebânet,xu1bu1ebo1bo2
cebbâr,xu1bu1er
cebbârî,xu1bu1ery
cebel,xu1bu1l
cebhe,xu1bu1hh
cebîn,xu1bu1bu2bo1
cebr,xu1bu1r
cebren,xu1bu1re
cebrî,xu1bu1ry
cedâvil,xu1dewl
cedd,xu1d
cedel,xu1dl
cedelî,xu1dly
cedî,xu1dy
cedîd,xu1dyd
cedîde,xu1dydh
cedvel,xu1dwl
cefâ,xu1fo1e
cefâcû,xu1fo1exu1w
cefâdîde,xu1fo1edydh
cefâkâr,xu1fo1eker
cefâkârî,xu1fo1ekery
cefâkeş,xu1fo1ekso3
cefâpîşe,xu1fo1ebu3bu2so3h
cefcâf,xu1fo1xu1efo1
ceffelkalem,xu1fo1 elfo2lm
cefr,xu1fo1r
cehâlet,xu1helbo2
cehd,xu1hd
cehele,xu1hlh
cehennemî,xu1hbo1my
cehl,xu1hl
cehren,xu1hre
celâdet,xu1ledbo2
celâl,xu1lel
celb,xu1lbu1
celbnâme,xu1lbu1 bo1emh
celeb,xu1lbu1
celesât,xu1lsebo2
celîl,xu1lbu2l
celîs,xu1lbu2s
cellâd,xu1led
cellâdî,xu1ledy
celse,xu1lsh
cem',xu1ma
cemâat,xu1meabo2
cemâd,xu1med
cemâdât,xu1medebo2
cemâhîr,xu1mehbu2r
cemâl,xu1mel
cem'an,xu1mae
cemel,xu1ml
cemî',xu1mbu2a
cemî'an,xu1mbu2ae
cemil,xu1mbu2l
cemîle,xu1mbu2lh
cemiyet,xu1mabu2bo2
cem'iyyât,xu1mabu2ebo2
cem'iyyet,xu1mabu2bo2
cem'iyyet-i akvâm,xu1mabu2bo2 efo2wem
cemm,xu1m
cenâb,xu1bo1ebu1
cenâbet,xu1bo1ebu1bo2
cenâh,xu1bo1ex
cenb,xu1bo1bu1
cendere,xu1bo1drh
ceng,xu1bo1ko7
cengâver,xu1bo1ko7ewr
cengâverî,xu1bo1ko7ewry
cengcû,xu1bo1ko7xu1w
cengel,xu1bo1ko7l
cennât,xu1bo1ebo2
cennet,xu1bo1bo2
cennet-i a'lâ,xu1bo1bo2 ealy
cennetmekân,xu1bo1bo2 mkebo1
cenûb,xu1bo1wbu1
cenûbî,xu1bo1wbu1y
cenûb-i garb,xu1bo1wbu1 ao1rbu1
cenûb-i garbî,xu1bo1wbu1 ao1rbu1y
cenûb-i şark,xu1bo1wbu1 so3rfo2
cenûb-i şarkî,xu1bo1wbu1 so3rfo2y
cerâd,xu1red
cerâhat,xu1rexbo2
cerâid,xu1rebo5d
cerâim,xu1rebo5m
cerbeze,xu1rbu1ro1h
ceres,xu1rs
cereyân,xu1ryebo1
cerge,xu1rko7h
cerh,xu1rx
cerîde,xu1rydh
cerîha,xu1ryxh
cerîme,xu1rymh
cerrâh,xu1rex
cerrâhî,xu1rexy
cesâmet,xu1sembo2
cesâret,xu1serbo2
cesîm,xu1sbu2m
cesîmülcüsse,xu1sbu2m elxu1bo3h
cesûr,xu1swr
cev,xu1w
cevâb,xu1webu1
cevâben,xu1webu1e
cevâd,xu1wed
cevâhir,xu1wehr
cevâmi',xu1wema
cevâmid,xu1wemd
cevâmîs,xu1wembu2s
cevân,xu1webo1
cevânib,xu1webo1bu1
cevârî,xu1wery
cevâz,xu1wero1
cevdet,xu1wdbo2
cevelân,xu1wlebo1
cevelângâh,xu1wlebo1ko7eh
cevf,xu1wfo1
cevher,xu1whr
cevherfürûş,xu1whrfo1rwso3
cevherî,xu1whry
cevîn,xu1wybo1
cevir,xu1wr
cevr,xu1wr
cevşen,xu1wso3bo1
cevv,xu1w
cevvâl,xu1wel
cevvî,xu1wy
cevzâ,xu1wro1ec
ceyb,xu1bu2bu1
ceyş,xu1bu2s
ceyyid,xu1bu2d
cezâ,xu1ro1ec
cezâir,xu1ro1ebo5r
cezâlet,xu1ro1elbo2
cezb,xu1do1bu1
cezbe,xu1do1bu1h
cezer,xu1ro1r
cezîre,xu1ro1yrh
cezm,xu1ro1m
cezzâb,xu1do1ebu1
cibâl,xu1bu1el
cibillet,xu1bu1lbo2
cibilliyet,xu1bu1lbu2bo2
cibilliyetsiz,xu1bu1lbo2sro1
cidâl,xu1del
cidâlcû,xu1del xu1w
cidâr,xu1der
cidden,xu1de
ciddî,xu1dy
ciddiyyet,xu1dybo2
cîfe,xu1bu2fo1h
ciger,xu1ko7r
cigergûşe,xu1ko7rko7wso3h
cigerpâre,xu1ko7rbu3erh
cigersûz,xu1ko7rswro1
cihâd,xu1hed
cihân,xu1hebo1
cihânâferîn,xu1hebo1 eo6fo1rybo1
cihandar,xu1hebo1der
cihandîde,xu1xo1ebo1 dydh
cihangîr,xu1hebo1ko7bu2r
cihangîrî,xu1hebo1ko7bu2ry
cihângüşâ,xu1hebo1ko7so3e
cihânî,xu1hebo1y
cihannüma,xu1hebo1 bo1me
cihâr,xu3her
cihâren,xu1here
cihât,xu1hebo2
cihâz,xu1hero1
cihet,xu1hbo2
cilâ,xu1lec
cilâdar,xu1leder
cild,xu1ld
cilve,xu1lwh
cilvegâh,xu1lwh ko7eh
cilveger,xu1lwh ko7r
cilvesâz,xu1lwh sero1
cimâ',xu1mea
cinâ'î,xu1bo1ebo5y
cinân,xu1bo1ebo1
cinayetkâr,xu1bo1eybo2ker
cinâze,xu1bo1ero1h
cindar,xu1bo1der
cinnet,xu1bo1bo2
cins,xu1bo1s
cinsî,xu1bo1sy
cirm,xu1rm
cism,xu1sm
cismânî,xu1smebo1y
cismen,xu1sme
cisr,xu1sr
civan,xu1webo1
civânân,xu1webo1ebo1
civanbaht,xu1webo1 bu1xo1bo2
civânî,xu1webo1y
civânmerd,xu1webo1mrd
civâr,xu1wer
cîve,xu1bu2wh
cizye,xu1ro1yh
cû,xu1w
cû,xu1w
cû',xu1wso3
cûce,xu1wxu1h
cûd,xu1wd
cuğd,xu1ao1d
cûlâh,xu1wleh
cum'a,xu1mah
cumhûr,xu1mhwr
cumhûrî,xu1mhwry
cumhûriyyet,xu1mhwrybo2
cûş,xu1wso3
cûşâcûş,xu1wso3exu1wso3
cûşân,xu1wso3ebo1
cûşiş,xu1wso3so3
cûy,xu1wy
cûy,xu1wy
cûybâr,xu1wybu1er
cûyende,xu1wybo1dh
cübn,xu1bu1bo1
cüdâ,xu1de
cüdâyî,xu1deyy
cüdrân,xu1drebo1
cüft,xu1fo1bo2
cüfte,xu1fo1bo2h
cühelâ,xu1hlec
cühhâl,xu1hel
cüllâh,xu1leh
cülûs,xu1lws
cülûsiyye,xu1lwsbu2h
cümcüme,xu1mxu1mh
cümel,xu1ml
cümle,xu1mlh
cümleten,xu1mlho2
cümûd,xu1mwd
cümûdiyye,xu1mwdyh
cünbân,xu1bo1bu1ebo1
cünbiş,xu1bo1bu1so3
cünd,xu1bo1d
cündî,xu1bo1dy
cünha,xu1bo1xh
cünûd,xu1bo1wd
cürm,xu1rm
cürûf,xu1rwfo1
cüsse,xu1bo3h
cüstücû,xu1sbo2 w xu1w
cüvâl,xu1wel
cüz',xu1ro1c
cüzâm,xu1do1em
cüzdan,xu1ro1bo5debo1
cüz'î,xu1ro1bo5y
cüz'iyyât,xu1ro1bo5bu2ebo2
çâbük,xu3ebu1k
çâbükî,xu3ebu1ky
çâbükpâ,xu3ebu1k bu3e
çâbükrev,xu3ebu1k rw
çâbüksüvar,xu3ebu1k swer
çâder,xu3edr
çâdernişin,xu3edrbo1so3bu2bo1
çadır,xu3edr
çağz,xu3ao1ro1
çâh,xu3eh
çâk,xu3ek
çâkâçâk,xu3ekexu3ek
çâker,xu3ekr
çâkerî,xu3ekry
çâkûç,xu3ekwxu3
çâlâk,xu3elek
çâlâkî,xu3eleky
çâlik,xu3elbu2k
çâlpâre,xu3erbu3erh
çâme,xu3emh
çâne,xu3ebo1h
çâpâr,xu3ebu3er
çâplûs,xu3ebu3lws
çâr,xu3er
çâr,xu3er
çârçûbe,xu3erxu3wbu1h
çardak,xu3ertefo2
çârdeh,xu3erdh
çâre,xu3erh
çârecû,xu3erh xu1w
çâresâz,xu3erh sero1
çâresâzî,xu3erh sero1y
çârgâh,xu3erko7eh
çârgûşe,xu3erko7wso3h
çarh,xu3rxo1
çarmıh,xu3ermbu2xo1
çârnâçâr,xu3erbo1exu3er
çârpâ,xu3erbu3e
çârsû,xu3ersw
çârsû,xu3ersw
çârşeb,xu3erso3bu1
çârşenbe,xu3erso3bo1bu1h
çârtâk,xu3ertefo2
çârüm,xu3erm
çâryâr,xu3eryer
çâşni,xu3eso3bo1y
çâşnigîr,xu3eso3bo1y ko7bu2r
çâşt,xu3eso3bo2
çeğâle,xu3ao1elh
çeh,xu3h
çehâr,xu3her
çehre,xu3hrh
çehreperdâz,xu3hrh bu3rdero1
çekâçâk,xu3kexu3ek
çekîde,xu3kbu2dh
çekûç,xu3kwxu3
çelîpâ,xu3lbu2bu3e
çem,xu3m
çemen,xu3mbo1
çemenzâr,xu3mbo1ro1er
çenâr,xu3bo1er
çenber,xu3bo1bu1r
çend,xu3bo1d
çendan,xu3bo1debo1
çendin,xu3bo1dybo1
çeng,xu3bo1ko7
çengâl,xu3bo1ko7el
çengî,xu3bo1ko7y
çep,xu3bu3
çerâ,xu3re
çerâgâh,xu3reko7eh
çerâğ,xu3reao1
çerâğân,xu3reao1ebo1
çerâkese,xu3reksh
çerb,xu3rbu1
çerbzebân,xu3rbu1 ro1bu1ebo1
çerh,xu3rxo1
çerm,xu3rm
çeşm,xu3so3m
çeşmân,xu3so3mebo1
çeşmderîde,xu3so3m drydh
çeşme,xu3so3mh
çetr,xu3bo2r
çevgân,xu3wko7ebo1
çeyrek,xu3heryk
çîgûne,xu3ko7wbo1h
çigûnegî,xu3ko7wbo1ko7y
çihâr,xu3her
çihar yâr,xu3heryer
çihârüdü,xu3her w dw
çihârüse,xu3her w sh
çihârüyek,xu3her w yk
çihil,xu3hl
çihilpâ,xu3hl bu3e
çihre,xu3hrh
çil,xu3l
çile,xu3lh
çilekeş,xu3lh kso3
çimen,xu3mbo1
çîn,xu3bu2bo1
çirâğ,xu3reao1
çîredest,xu3bu2rh dsbo2
çirk,xu3rk
çirkâb,xu3rk eo6bu1
çirkîn,xu3rkbu2bo1
çîz,xu3bu2ro1
çûb,xu3wbu1
çûbân,xu3wbu1ebo1
çûbek,xu3wbu1k
çun,xu3wbo1
çün,xu3bo1
çünki,xu3wbo1kh
çüst,xu3sbo2
çüstî,xu3sbo2y
çüvâl,xu3wel
çüvaldûz,xu3weldwro1
dâd,ded
dâd,ded
dâdgâh,dedko7eh
dâdhâh,dedxo1weh
dâdres,dedrs
dâdû,dedw
dâdüferyâd,dedwfo1ryed
dâdüsited,ded w sbo2d
dâfi',defo1a
dâğ,deao1
dağal,dao1l
dağalbâz,dao1l bu1ero1
dağdağa,dao1dao1h
dâhî,dehy
dâhil,dexo1l
dâhile,dexo1lh
dâhilen,dexo1le
dâhilî,dexo1ly
dâhiliye,dexo1lbu2h
dahl,dxo1l
dahme,zo1xo1mh
dâ'î,deay
dâim,debo5m
dâimî,debo5my
dâir,debo5r
dâire,debo5rh
dâirenmâdâr,debo5re meder
dâirevî,debo5rwy
dâirezen,debo5rh ro1bo1
dâiye,deabu2h
dakâyık,dfo2eyfo2
dakîk,dfo2bu2fo2
dakîka,dfo2bu2fo2h
dalâlet,zo1lelbo2
dâll,del
dâlle,zo1elh
dâm,dem
dâmâd,demed
dâmân,demebo1
dâmen,dembo1
dâmenâlûde,dembo1 eo6lwdh
dâmenbûs,dembo1 bu1ws
dâmene,dembo1h
dâmengîr,dembo1 ko7bu2r
dâmgâh,demko7eh
dân,debo1
dân,debo1
dânâ,debo1e
dâne,debo1h
dânende,debo1bo1dh
dâng,debo1ko7
dâniş,debo1so3
dânişâmûz,debo1so3 eo6mwro1
dânişgâh,debo1so3ko7eh
dânişmend,debo1so3mbo1d
dânişver,debo1so3wr
dâr,der
dâr,der
dâr,der
dârâ,dere
darabân,zo1rbu1ebo1
darabât,zo1rbu1ebo2
darb,zo1rbu1
darbe,zo1rbu1h
darbhâne,zo1rbu1 xo1ebo1h
darbımesel,zo1rbu1 mbo3l
dârçîn,derxu3bu2bo1
dârende,derbo1dh
dâr-ı bekâ,der bu1fo2e
dâr-ı fenâ,der fo1bo1e
darîr,zo1ryr
dârû,derw
dârûhâne,derwxo1ebo1h
dârülaceze,derelaxu1ro1h
dârülbedâyi,derelbu1deya
dârülelhân,derelelxebo1
dârüleytâm,dereleybo2em
dârülfünun,derelfo1bo1wbo1
dârülhilâfe,derelxo1lefo1h
dârülkütüb,derelkbo2bu1
dârülmuallimât,derelmalmebo2
dârülmuallimîn,derelmalmbu2bo1
dârülmülk,derelmlk
dârülvilâde,derelwledh
dârüssaltana,derelsltbo1h
dârüsselam,derelslem
dâs,des
dâstân,desbo2ebo1
dâstânî,desbo2ebo1y
dâ'ussıla,dec elzlh
davâ,dawy
dâver,dewr
davet,dawbo2
dâye,deyh
dâyin,deybo1
deâvî,daewy
debbağ,dbu1eao1
debdebe,dbu1dbu1h
debir,dbu1bu2r
ded,dd
def,dfo1
def',dfo1a
def'a,dfo1ah
defaât,dfo1aebo2
defâin,dfo1ebo5bo1
def'aten,dfo1aho2
defâtir,dfo1ebo2bu2r
define,dfo1bu2bo1h
defn,dfo1bo1
defter,dfo1bo2r
defterdâr,dfo1bo2rder
defzen,dfo1ro1bo1
deh,dh
dehâ,dhe
dehâlet,dxo1elbo2
dehâlîz,dhelbu2ro1
dehân,dhebo1
dehânbeste,dhebo1 bu1sbo2h
dehen,dhbo1
dehliz,dhlbu2ro1
dehr,dhr
dehrî,dhry
dehriyye,dhryh
dehşetâver,dhso3bo2 eo6wr
dehşetengîz,dhso3bo2 ebo1ko7bu2ro1
dekâkîn,dkekbu2bo1
delâil,dlebo5l
delâlet,dlelbo2
delîl,dlbu2l
delk,dlfo2
dellâk,dlek
dellâl,dlel
delv,dlw
dem,dm
dem,dm
demâdem,dmedm
